delta_H,delta_L,count,row_percent
-2,-2,0,0
-2,-1,0,0
-2,0,15,1
-2,1,0,0
-2,2,0,0
-1,-2,0,0
-1,-1,15,0.030364372469635626
-1,0,474,0.9595141700404858
-1,1,5,0.010121457489878543
-1,2,0,0
0,-2,2,3.5323207347227127e-4
0,-1,125,0.022077004592016954
0,0,5369,0.9482515012363123
0,1,136,0.02401978099611445
0,2,30,0.005298481102084069
1,-2,0,0
1,-1,9,0.02
1,0,420,0.9333333333333333
1,1,13,0.028888888888888888
1,2,8,0.017777777777777778
2,-2,0,0
2,-1,0,0
2,0,12,0.9230769230769231
2,1,0,0
2,2,1,0.07692307692307693
