delta_H,delta_L,count,row_percent
-2,-2,0,0
-2,-1,0,0
-2,0,15,1
-2,1,0,0
-2,2,0,0
-1,-2,0,0
-1,-1,11,0.027093596059113302
-1,0,389,0.958128078817734
-1,1,6,0.014778325123152709
-1,2,0,0
0,-2,0,0
0,-1,57,0.00883583940474345
0,0,6143,0.9522554642691056
0,1,168,0.02604247403503333
0,2,83,0.012866222291117656
1,-2,0,0
1,-1,2,0.002840909090909091
1,0,654,0.9289772727272727
1,1,23,0.032670454545454544
1,2,25,0.03551136363636364
2,-2,0,0
2,-1,0,0
2,0,26,0.8387096774193549
2,1,0,0
2,2,5,0.16129032258064516
