delta_H,delta_L,count,row_percent
-2,-2,0,0
-2,-1,0,0
-2,0,29,1
-2,1,0,0
-2,2,0,0
-1,-2,0,0
-1,-1,25,0.032509752925877766
-1,0,737,0.9583875162548765
-1,1,7,0.0091027308192457735
-1,2,0,0
0,-2,0,0
0,-1,88,0.01685823754789272
0,0,5008,0.9593869731800766
0,1,77,0.01475095785440613
0,2,47,0.00900383141762452
1,-2,0,0
1,-1,7,0.011164274322169059
1,0,589,0.9393939393939394
1,1,15,0.023923444976076555
1,2,16,0.025518341307814992
2,-2,0,0
2,-1,0,0
2,0,20,0.9523809523809523
2,1,0,0
2,2,1,0.047619047619047616
