delta_H,delta_L,count,row_percent
-2,-2,0,0
-2,-1,0,0
-2,0,30,1
-2,1,0,0
-2,2,0,0
-1,-2,0,0
-1,-1,10,0.01287001287001287
-1,0,725,0.9330759330759331
-1,1,42,0.05405405405405406
-1,2,0,0
0,-2,0,0
0,-1,30,0.005723006486074018
0,0,4414,0.8420450209843571
0,1,703,0.13410911865700115
0,2,95,0.01812285387256772
1,-2,0,0
1,-1,1,0.0015772870662460567
1,0,469,0.7397476340694006
1,1,93,0.14668769716088328
1,2,71,0.11198738170347003
2,-2,0,0
2,-1,0,0
2,0,10,0.47619047619047616
2,1,0,0
2,2,11,0.5238095238095238
