delta_H,delta_L,count,row_percent
-6,-6,0,0
-6,-5,0,0
-6,-4,0,0
-6,-3,0,0
-6,-2,0,0
-6,-1,0,0
-6,0,33,1
-6,1,0,0
-6,2,0,0
-6,3,0,0
-6,4,0,0
-6,5,0,0
-6,6,0,0
-5,-6,0,0
-5,-5,0,0
-5,-4,0,0
-5,-3,0,0
-5,-2,0,0
-5,-1,1,0.038461538461538464
-5,0,25,0.9615384615384616
-5,1,0,0
-5,2,0,0
-5,3,0,0
-5,4,0,0
-5,5,0,0
-5,6,0,0
-4,-6,0,0
-4,-5,0,0
-4,-4,0,0
-4,-3,0,0
-4,-2,0,0
-4,-1,0,0
-4,0,37,0.925
-4,1,3,0.075
-4,2,0,0
-4,3,0,0
-4,4,0,0
-4,5,0,0
-4,6,0,0
-3,-6,0,0
-3,-5,0,0
-3,-4,0,0
-3,-3,0,0
-3,-2,0,0
-3,-1,3,0.017142857142857144
-3,0,171,0.9771428571428571
-3,1,1,0.005714285714285714
-3,2,0,0
-3,3,0,0
-3,4,0,0
-3,5,0,0
-3,6,0,0
-2,-6,0,0
-2,-5,0,0
-2,-4,0,0
-2,-3,0,0
-2,-2,0,0
-2,-1,0,0
-2,0,378,0.9947368421052631
-2,1,2,0.005263157894736842
-2,2,0,0
-2,3,0,0
-2,4,0,0
-2,5,0,0
-2,6,0,0
-1,-6,0,0
-1,-5,0,0
-1,-4,0,0
-1,-3,0,0
-1,-2,0,0
-1,-1,3,0.0026155187445510027
-1,0,1136,0.990409764603313
-1,1,8,0.006974716652136007
-1,2,0,0
-1,3,0,0
-1,4,0,0
-1,5,0,0
-1,6,0,0
0,-6,1,2.552974214960429e-4
0,-5,0,0
0,-4,0,0
0,-3,0,0
0,-2,0,0
0,-1,3,7.658922644881287e-4
0,0,3895,0.9943834567270871
0,1,16,0.0040847587439366865
0,2,0,0
0,3,0,0
0,4,0,0
0,5,0,0
0,6,2,5.105948429920858e-4
1,-6,0,0
1,-5,0,0
1,-4,0,0
1,-3,0,0
1,-2,0,0
1,-1,2,0.001277139208173691
1,0,1550,0.9897828863346104
1,1,13,0.008301404853128991
1,2,0,0
1,3,0,0
1,4,0,0
1,5,0,0
1,6,1,6.385696040868455e-4
2,-6,0,0
2,-5,0,0
2,-4,0,0
2,-3,0,0
2,-2,0,0
2,-1,0,0
2,0,639,0.9770642201834863
2,1,14,0.021406727828746176
2,2,0,0
2,3,0,0
2,4,0,0
2,5,0,0
2,6,1,0.0015290519877675841
3,-6,0,0
3,-5,0,0
3,-4,0,0
3,-3,0,0
3,-2,0,0
3,-1,0,0
3,0,317,0.984472049689441
3,1,4,0.012422360248447204
3,2,0,0
3,3,0,0
3,4,0,0
3,5,0,0
3,6,1,0.003105590062111801
4,-6,0,0
4,-5,0,0
4,-4,0,0
4,-3,0,0
4,-2,0,0
4,-1,0,0
4,0,68,0.9714285714285714
4,1,2,0.02857142857142857
4,2,0,0
4,3,0,0
4,4,0,0
4,5,0,0
4,6,0,0
5,-6,0,0
5,-5,0,0
5,-4,0,0
5,-3,0,0
5,-2,0,0
5,-1,0,0
5,0,27,0.9310344827586207
5,1,2,0.06896551724137931
5,2,0,0
5,3,0,0
5,4,0,0
5,5,0,0
5,6,0,0
6,-6,0,0
6,-5,0,0
6,-4,0,0
6,-3,0,0
6,-2,0,0
6,-1,0,0
6,0,33,0.868421052631579
6,1,0,0
6,2,0,0
6,3,0,0
6,4,0,0
6,5,0,0
6,6,5,0.13157894736842105
