delta_H,delta_L,count,row_percent
-6,-6,0,0
-6,-5,0,0
-6,-4,2,0.07407407407407407
-6,-3,2,0.07407407407407407
-6,-2,2,0.07407407407407407
-6,-1,0,0
-6,0,21,0.7777777777777778
-6,1,0,0
-6,2,0,0
-6,3,0,0
-6,4,0,0
-6,5,0,0
-6,6,0,0
-5,-6,0,0
-5,-5,0,0
-5,-4,0,0
-5,-3,0,0
-5,-2,4,0.23529411764705882
-5,-1,4,0.23529411764705882
-5,0,8,0.47058823529411764
-5,1,1,0.058823529411764705
-5,2,0,0
-5,3,0,0
-5,4,0,0
-5,5,0,0
-5,6,0,0
-4,-6,0,0
-4,-5,0,0
-4,-4,0,0
-4,-3,1,0.017543859649122806
-4,-2,3,0.05263157894736842
-4,-1,18,0.3157894736842105
-4,0,33,0.5789473684210527
-4,1,1,0.017543859649122806
-4,2,1,0.017543859649122806
-4,3,0,0
-4,4,0,0
-4,5,0,0
-4,6,0,0
-3,-6,0,0
-3,-5,0,0
-3,-4,0,0
-3,-3,3,0.016483516483516484
-3,-2,6,0.03296703296703297
-3,-1,14,0.07692307692307693
-3,0,140,0.7692307692307693
-3,1,19,0.1043956043956044
-3,2,0,0
-3,3,0,0
-3,4,0,0
-3,5,0,0
-3,6,0,0
-2,-6,0,0
-2,-5,0,0
-2,-4,0,0
-2,-3,0,0
-2,-2,1,0.0026455026455026454
-2,-1,28,0.07407407407407407
-2,0,280,0.7407407407407407
-2,1,60,0.15873015873015872
-2,2,9,0.023809523809523808
-2,3,0,0
-2,4,0,0
-2,5,0,0
-2,6,0,0
-1,-6,0,0
-1,-5,0,0
-1,-4,0,0
-1,-3,3,0.002364066193853428
-1,-2,7,0.005516154452324665
-1,-1,37,0.029156816390858944
-1,0,711,0.5602836879432624
-1,1,425,0.33490937746256894
-1,2,68,0.05358550039401103
-1,3,16,0.01260835303388495
-1,4,0,0
-1,5,2,0.0015760441292356187
-1,6,0,0
0,-6,0,0
0,-5,0,0
0,-4,0,0
0,-3,1,2.538071065989848e-4
0,-2,5,0.0012690355329949238
0,-1,48,0.012182741116751269
0,0,1815,0.4606598984771574
0,1,1150,0.2918781725888325
0,2,358,0.09086294416243655
0,3,416,0.10558375634517767
0,4,42,0.01065989847715736
0,5,6,0.0015228426395939086
0,6,99,0.025126903553299492
1,-6,0,0
1,-5,0,0
1,-4,0,0
1,-3,0,0
1,-2,0,0
1,-1,20,0.012610340479192938
1,0,460,0.2900378310214376
1,1,648,0.4085750315258512
1,2,239,0.15069356872635561
1,3,165,0.10403530895334175
1,4,21,0.013240857503152586
1,5,1,6.305170239596469e-4
1,6,32,0.0201765447667087
2,-6,0,0
2,-5,0,0
2,-4,0,0
2,-3,0,0
2,-2,0,0
2,-1,0,0
2,0,133,0.22466216216216217
2,1,249,0.4206081081081081
2,2,103,0.17398648648648649
2,3,75,0.1266891891891892
2,4,7,0.011824324324324325
2,5,8,0.013513513513513514
2,6,17,0.028716216216216218
3,-6,0,0
3,-5,0,0
3,-4,0,0
3,-3,0,0
3,-2,0,0
3,-1,0,0
3,0,64,0.20846905537459284
3,1,92,0.2996742671009772
3,2,33,0.10749185667752444
3,3,73,0.23778501628664495
3,4,16,0.05211726384364821
3,5,2,0.006514657980456026
3,6,27,0.08794788273615635
4,-6,0,0
4,-5,0,0
4,-4,0,0
4,-3,0,0
4,-2,0,0
4,-1,0,0
4,0,5,0.06493506493506493
4,1,29,0.37662337662337664
4,2,16,0.2077922077922078
4,3,14,0.18181818181818182
4,4,5,0.06493506493506493
4,5,0,0
4,6,8,0.1038961038961039
5,-6,0,0
5,-5,0,0
5,-4,0,0
5,-3,0,0
5,-2,0,0
5,-1,0,0
5,0,2,0.046511627906976744
5,1,7,0.16279069767441862
5,2,8,0.18604651162790697
5,3,15,0.3488372093023256
5,4,2,0.046511627906976744
5,5,1,0.023255813953488372
5,6,8,0.18604651162790697
6,-6,0,0
6,-5,0,0
6,-4,0,0
6,-3,0,0
6,-2,0,0
6,-1,0,0
6,0,0,0
6,1,0,0
6,2,1,0.03125
6,3,15,0.46875
6,4,3,0.09375
6,5,0,0
6,6,13,0.40625
