delta_H,delta_L,count,row_percent
-6,-6,13,1
-6,-5,0,0
-6,-4,0,0
-6,-3,0,0
-6,-2,0,0
-6,-1,0,0
-6,0,0,0
-6,1,0,0
-6,2,0,0
-6,3,0,0
-6,4,0,0
-6,5,0,0
-6,6,0,0
-5,-6,6,0.46153846153846156
-5,-5,1,0.07692307692307693
-5,-4,0,0
-5,-3,0,0
-5,-2,0,0
-5,-1,3,0.23076923076923078
-5,0,3,0.23076923076923078
-5,1,0,0
-5,2,0,0
-5,3,0,0
-5,4,0,0
-5,5,0,0
-5,6,0,0
-4,-6,9,0.2903225806451613
-4,-5,8,0.25806451612903225
-4,-4,2,0.06451612903225806
-4,-3,1,0.03225806451612903
-4,-2,0,0
-4,-1,4,0.12903225806451613
-4,0,6,0.1935483870967742
-4,1,1,0.03225806451612903
-4,2,0,0
-4,3,0,0
-4,4,0,0
-4,5,0,0
-4,6,0,0
-3,-6,49,0.33793103448275863
-3,-5,7,0.04827586206896552
-3,-4,7,0.04827586206896552
-3,-3,3,0.020689655172413793
-3,-2,0,0
-3,-1,6,0.041379310344827586
-3,0,52,0.3586206896551724
-3,1,21,0.14482758620689656
-3,2,0,0
-3,3,0,0
-3,4,0,0
-3,5,0,0
-3,6,0,0
-2,-6,29,0.08868501529051988
-2,-5,32,0.09785932721712538
-2,-4,21,0.06422018348623854
-2,-3,5,0.01529051987767584
-2,-2,3,0.009174311926605505
-2,-1,11,0.03363914373088685
-2,0,171,0.5229357798165137
-2,1,50,0.1529051987767584
-2,2,4,0.012232415902140673
-2,3,1,0.0030581039755351682
-2,4,0,0
-2,5,0,0
-2,6,0,0
-1,-6,72,0.05811138014527845
-1,-5,57,0.04600484261501211
-1,-4,94,0.07586763518966909
-1,-3,12,0.009685230024213076
-1,-2,6,0.004842615012106538
-1,-1,97,0.07828894269572235
-1,0,577,0.46569814366424533
-1,1,265,0.21388216303470542
-1,2,23,0.018563357546408393
-1,3,16,0.0129136400322841
-1,4,20,0.016142050040355124
-1,5,0,0
-1,6,0,0
0,-6,200,0.052260256075254766
0,-5,78,0.02038149986934936
0,-4,121,0.031617454925529136
0,-3,43,0.011235955056179775
0,-2,6,0.001567807682257643
0,-1,172,0.0449438202247191
0,0,2175,0.5683302848183956
0,1,737,0.19257904363731382
0,2,122,0.03187875620590541
0,3,76,0.01985889730859681
0,4,66,0.017245884504834073
0,5,31,0.00810033969166449
0,6,0,0
1,-6,0,0
1,-5,29,0.023311897106109324
1,-4,52,0.04180064308681672
1,-3,12,0.00964630225080386
1,-2,3,0.002411575562700965
1,-1,77,0.06189710610932476
1,0,698,0.5610932475884244
1,1,250,0.20096463022508038
1,2,44,0.03536977491961415
1,3,38,0.03054662379421222
1,4,33,0.02652733118971061
1,5,8,0.006430868167202572
1,6,0,0
2,-6,0,0
2,-5,0,0
2,-4,29,0.07945205479452055
2,-3,9,0.024657534246575342
2,-2,1,0.0027397260273972603
2,-1,45,0.1232876712328767
2,0,168,0.4602739726027397
2,1,78,0.2136986301369863
2,2,8,0.021917808219178082
2,3,10,0.0273972602739726
2,4,11,0.030136986301369864
2,5,6,0.01643835616438356
2,6,0,0
3,-6,0,0
3,-5,0,0
3,-4,0,0
3,-3,9,0.057692307692307696
3,-2,1,0.00641025641025641
3,-1,11,0.07051282051282051
3,0,106,0.6794871794871795
3,1,14,0.08974358974358974
3,2,3,0.019230769230769232
3,3,0,0
3,4,5,0.03205128205128205
3,5,7,0.04487179487179487
3,6,0,0
4,-6,0,0
4,-5,0,0
4,-4,0,0
4,-3,0,0
4,-2,0,0
4,-1,6,0.21428571428571427
4,0,13,0.4642857142857143
4,1,4,0.14285714285714285
4,2,1,0.03571428571428571
4,3,2,0.07142857142857142
4,4,2,0.07142857142857142
4,5,0,0
4,6,0,0
5,-6,0,0
5,-5,0,0
5,-4,0,0
5,-3,0,0
5,-2,0,0
5,-1,4,0.4
5,0,5,0.5
5,1,0,0
5,2,0,0
5,3,1,0.1
5,4,0,0
5,5,0,0
5,6,0,0
6,-6,0,0
6,-5,0,0
6,-4,0,0
6,-3,0,0
6,-2,0,0
6,-1,0,0
6,0,11,0.8461538461538461
6,1,0,0
6,2,0,0
6,3,0,0
6,4,1,0.07692307692307693
6,5,1,0.07692307692307693
6,6,0,0
