delta_H,delta_L,count,row_percent
-6,-6,0,0
-6,-5,0,0
-6,-4,0,0
-6,-3,0,0
-6,-2,1,0.041666666666666664
-6,-1,3,0.125
-6,0,20,0.8333333333333334
-6,1,0,0
-6,2,0,0
-6,3,0,0
-6,4,0,0
-6,5,0,0
-6,6,0,0
-5,-6,0,0
-5,-5,0,0
-5,-4,0,0
-5,-3,0,0
-5,-2,0,0
-5,-1,3,0.11538461538461539
-5,0,23,0.8846153846153846
-5,1,0,0
-5,2,0,0
-5,3,0,0
-5,4,0,0
-5,5,0,0
-5,6,0,0
-4,-6,0,0
-4,-5,0,0
-4,-4,0,0
-4,-3,0,0
-4,-2,1,0.024390243902439025
-4,-1,5,0.12195121951219512
-4,0,35,0.8536585365853658
-4,1,0,0
-4,2,0,0
-4,3,0,0
-4,4,0,0
-4,5,0,0
-4,6,0,0
-3,-6,0,0
-3,-5,0,0
-3,-4,0,0
-3,-3,0,0
-3,-2,4,0.024096385542168676
-3,-1,14,0.08433734939759036
-3,0,122,0.7349397590361446
-3,1,23,0.13855421686746988
-3,2,3,0.018072289156626505
-3,3,0,0
-3,4,0,0
-3,5,0,0
-3,6,0,0
-2,-6,0,0
-2,-5,0,0
-2,-4,0,0
-2,-3,0,0
-2,-2,0,0
-2,-1,20,0.05917159763313609
-2,0,238,0.7041420118343196
-2,1,48,0.14201183431952663
-2,2,32,0.09467455621301775
-2,3,0,0
-2,4,0,0
-2,5,0,0
-2,6,0,0
-1,-6,0,0
-1,-5,0,0
-1,-4,0,0
-1,-3,0,0
-1,-2,2,0.0017482517482517483
-1,-1,25,0.021853146853146852
-1,0,666,0.5821678321678322
-1,1,151,0.131993006993007
-1,2,175,0.15297202797202797
-1,3,109,0.09527972027972027
-1,4,16,0.013986013986013986
-1,5,0,0
-1,6,0,0
0,-6,0,0
0,-5,0,0
0,-4,0,0
0,-3,0,0
0,-2,6,0.0016047071409467772
0,-1,99,0.026477667825621824
0,0,1833,0.49023803155924045
0,1,625,0.16715699384862262
0,2,480,0.12837657127574217
0,3,292,0.0780957475260765
0,4,311,0.08317732013907461
0,5,93,0.024872960684675045
0,6,0,0
1,-6,0,0
1,-5,0,0
1,-4,0,0
1,-3,0,0
1,-2,0,0
1,-1,0,0
1,0,490,0.38613081166272656
1,1,217,0.17100078802206461
1,2,294,0.23167848699763594
1,3,159,0.12529550827423167
1,4,79,0.062253743104806934
1,5,30,0.02364066193853428
1,6,0,0
2,-6,0,0
2,-5,0,0
2,-4,0,0
2,-3,0,0
2,-2,0,0
2,-1,0,0
2,0,140,0.38461538461538464
2,1,41,0.11263736263736264
2,2,105,0.28846153846153844
2,3,43,0.11813186813186813
2,4,29,0.07967032967032966
2,5,6,0.016483516483516484
2,6,0,0
3,-6,0,0
3,-5,0,0
3,-4,0,0
3,-3,0,0
3,-2,0,0
3,-1,0,0
3,0,53,0.3045977011494253
3,1,33,0.1896551724137931
3,2,39,0.22413793103448276
3,3,12,0.06896551724137931
3,4,25,0.14367816091954022
3,5,12,0.06896551724137931
3,6,0,0
4,-6,0,0
4,-5,0,0
4,-4,0,0
4,-3,0,0
4,-2,0,0
4,-1,0,0
4,0,10,0.2631578947368421
4,1,0,0
4,2,8,0.21052631578947367
4,3,9,0.23684210526315788
4,4,8,0.21052631578947367
4,5,3,0.07894736842105263
4,6,0,0
5,-6,0,0
5,-5,0,0
5,-4,0,0
5,-3,0,0
5,-2,0,0
5,-1,0,0
5,0,8,0.2857142857142857
5,1,0,0
5,2,0,0
5,3,8,0.2857142857142857
5,4,12,0.42857142857142855
5,5,0,0
5,6,0,0
6,-6,0,0
6,-5,0,0
6,-4,0,0
6,-3,0,0
6,-2,0,0
6,-1,0,0
6,0,6,0.1875
6,1,0,0
6,2,0,0
6,3,2,0.0625
6,4,7,0.21875
6,5,17,0.53125
6,6,0,0
