delta_H,delta_L,count,row_percent
-10,-10,0,0
-10,-8,0,0
-10,-7,0,0
-10,-6,0,0
-10,-5,0,0
-10,-4,0,0
-10,-3,0,0
-10,-2,0,0
-10,-1,0,0
-10,0,1,1
-10,1,0,0
-10,2,0,0
-10,3,0,0
-10,4,0,0
-10,5,0,0
-10,6,0,0
-10,7,0,0
-10,8,0,0
-10,9,0,0
-10,10,0,0
-9,-10,0,0
-9,-8,0,0
-9,-7,0,0
-9,-6,0,0
-9,-5,0,0
-9,-4,0,0
-9,-3,0,0
-9,-2,0,0
-9,-1,0,0
-9,0,3,1
-9,1,0,0
-9,2,0,0
-9,3,0,0
-9,4,0,0
-9,5,0,0
-9,6,0,0
-9,7,0,0
-9,8,0,0
-9,9,0,0
-9,10,0,0
-8,-10,0,0
-8,-8,0,0
-8,-7,0,0
-8,-6,0,0
-8,-5,0,0
-8,-4,0,0
-8,-3,0,0
-8,-2,0,0
-8,-1,0,0
-8,0,0,0
-8,1,0,0
-8,2,0,0
-8,3,0,0
-8,4,0,0
-8,5,0,0
-8,6,0,0
-8,7,0,0
-8,8,0,0
-8,9,0,0
-8,10,0,0
-7,-10,0,0
-7,-8,0,0
-7,-7,0,0
-7,-6,0,0
-7,-5,0,0
-7,-4,0,0
-7,-3,0,0
-7,-2,0,0
-7,-1,0,0
-7,0,1,1
-7,1,0,0
-7,2,0,0
-7,3,0,0
-7,4,0,0
-7,5,0,0
-7,6,0,0
-7,7,0,0
-7,8,0,0
-7,9,0,0
-7,10,0,0
-6,-10,0,0
-6,-8,0,0
-6,-7,0,0
-6,-6,0,0
-6,-5,0,0
-6,-4,0,0
-6,-3,0,0
-6,-2,0,0
-6,-1,0,0
-6,0,2,1
-6,1,0,0
-6,2,0,0
-6,3,0,0
-6,4,0,0
-6,5,0,0
-6,6,0,0
-6,7,0,0
-6,8,0,0
-6,9,0,0
-6,10,0,0
-5,-10,0,0
-5,-8,0,0
-5,-7,0,0
-5,-6,0,0
-5,-5,0,0
-5,-4,0,0
-5,-3,1,0.1
-5,-2,0,0
-5,-1,4,0.4
-5,0,2,0.2
-5,1,1,0.1
-5,2,2,0.2
-5,3,0,0
-5,4,0,0
-5,5,0,0
-5,6,0,0
-5,7,0,0
-5,8,0,0
-5,9,0,0
-5,10,0,0
-4,-10,0,0
-4,-8,0,0
-4,-7,0,0
-4,-6,0,0
-4,-5,0,0
-4,-4,0,0
-4,-3,0,0
-4,-2,0,0
-4,-1,4,0.2222222222222222
-4,0,11,0.6111111111111112
-4,1,2,0.1111111111111111
-4,2,1,0.05555555555555555
-4,3,0,0
-4,4,0,0
-4,5,0,0
-4,6,0,0
-4,7,0,0
-4,8,0,0
-4,9,0,0
-4,10,0,0
-3,-10,0,0
-3,-8,0,0
-3,-7,0,0
-3,-6,0,0
-3,-5,0,0
-3,-4,0,0
-3,-3,1,0.016666666666666666
-3,-2,0,0
-3,-1,9,0.15
-3,0,36,0.6
-3,1,5,0.08333333333333333
-3,2,8,0.13333333333333333
-3,3,1,0.016666666666666666
-3,4,0,0
-3,5,0,0
-3,6,0,0
-3,7,0,0
-3,8,0,0
-3,9,0,0
-3,10,0,0
-2,-10,0,0
-2,-8,0,0
-2,-7,0,0
-2,-6,0,0
-2,-5,0,0
-2,-4,0,0
-2,-3,0,0
-2,-2,0,0
-2,-1,15,0.08241758241758242
-2,0,128,0.7032967032967034
-2,1,20,0.10989010989010989
-2,2,10,0.054945054945054944
-2,3,6,0.03296703296703297
-2,4,0,0
-2,5,3,0.016483516483516484
-2,6,0,0
-2,7,0,0
-2,8,0,0
-2,9,0,0
-2,10,0,0
-1,-10,0,0
-1,-8,0,0
-1,-7,0,0
-1,-6,0,0
-1,-5,1,8.431703204047217e-4
-1,-4,2,0.0016863406408094434
-1,-3,0,0
-1,-2,0,0
-1,-1,83,0.0699831365935919
-1,0,829,0.6989881956155143
-1,1,201,0.16947723440134907
-1,2,42,0.03541315345699832
-1,3,14,0.011804384485666104
-1,4,10,0.008431703204047217
-1,5,4,0.003372681281618887
-1,6,0,0
-1,7,0,0
-1,8,0,0
-1,9,0,0
-1,10,0,0
0,-10,0,0
0,-8,0,0
0,-7,0,0
0,-6,0,0
0,-5,4,0.0010222335803731152
0,-4,0,0
0,-3,4,0.0010222335803731152
0,-2,2,5.111167901865576e-4
0,-1,126,0.03220035778175313
0,0,2501,0.6391515461282903
0,1,702,0.17940199335548174
0,2,350,0.08944543828264759
0,3,93,0.02376693074367493
0,4,52,0.013289036544850499
0,5,44,0.011244569384104269
0,6,10,0.002555583950932788
0,7,25,0.006388959877331971
0,8,0,0
0,9,0,0
0,10,0,0
1,-10,0,0
1,-8,0,0
1,-7,0,0
1,-6,0,0
1,-5,0,0
1,-4,0,0
1,-3,0,0
1,-2,2,0.0018298261665141812
1,-1,24,0.021957913998170174
1,0,599,0.5480329368709973
1,1,271,0.24794144556267156
1,2,81,0.07410795974382434
1,3,63,0.05763952424519671
1,4,22,0.020128087831655993
1,5,18,0.01646843549862763
1,6,9,0.008234217749313814
1,7,4,0.0036596523330283625
1,8,0,0
1,9,0,0
1,10,0,0
2,-10,0,0
2,-8,0,0
2,-7,0,0
2,-6,0,0
2,-5,0,0
2,-4,0,0
2,-3,0,0
2,-2,0,0
2,-1,7,0.03535353535353535
2,0,74,0.37373737373737376
2,1,66,0.3333333333333333
2,2,21,0.10606060606060606
2,3,15,0.07575757575757576
2,4,5,0.025252525252525252
2,5,4,0.020202020202020204
2,6,0,0
2,7,5,0.025252525252525252
2,8,0,0
2,9,1,0.005050505050505051
2,10,0,0
3,-10,0,0
3,-8,0,0
3,-7,0,0
3,-6,0,0
3,-5,0,0
3,-4,0,0
3,-3,0,0
3,-2,0,0
3,-1,0,0
3,0,12,0.36363636363636365
3,1,8,0.24242424242424243
3,2,9,0.2727272727272727
3,3,3,0.09090909090909091
3,4,0,0
3,5,1,0.030303030303030304
3,6,0,0
3,7,0,0
3,8,0,0
3,9,0,0
3,10,0,0
4,-10,0,0
4,-8,0,0
4,-7,0,0
4,-6,0,0
4,-5,0,0
4,-4,0,0
4,-3,0,0
4,-2,0,0
4,-1,0,0
4,0,5,0.35714285714285715
4,1,4,0.2857142857142857
4,2,1,0.07142857142857142
4,3,0,0
4,4,1,0.07142857142857142
4,5,0,0
4,6,1,0.07142857142857142
4,7,2,0.14285714285714285
4,8,0,0
4,9,0,0
4,10,0,0
5,-10,0,0
5,-8,0,0
5,-7,0,0
5,-6,0,0
5,-5,0,0
5,-4,0,0
5,-3,0,0
5,-2,0,0
5,-1,0,0
5,0,4,0.3076923076923077
5,1,2,0.15384615384615385
5,2,3,0.23076923076923078
5,3,1,0.07692307692307693
5,4,0,0
5,5,2,0.15384615384615385
5,6,0,0
5,7,1,0.07692307692307693
5,8,0,0
5,9,0,0
5,10,0,0
6,-10,0,0
6,-8,0,0
6,-7,0,0
6,-6,0,0
6,-5,0,0
6,-4,0,0
6,-3,0,0
6,-2,0,0
6,-1,0,0
6,0,0,0
6,1,1,0.3333333333333333
6,2,1,0.3333333333333333
6,3,1,0.3333333333333333
6,4,0,0
6,5,0,0
6,6,0,0
6,7,0,0
6,8,0,0
6,9,0,0
6,10,0,0
7,-10,0,0
7,-8,0,0
7,-7,0,0
7,-6,0,0
7,-5,0,0
7,-4,0,0
7,-3,0,0
7,-2,0,0
7,-1,0,0
7,0,0,0
7,1,0,0
7,2,0,0
7,3,0,0
7,4,0,0
7,5,0,0
7,6,0,0
7,7,0,0
7,8,0,0
7,9,0,0
7,10,0,0
8,-10,0,0
8,-8,0,0
8,-7,0,0
8,-6,0,0
8,-5,0,0
8,-4,0,0
8,-3,0,0
8,-2,0,0
8,-1,0,0
8,0,1,1
8,1,0,0
8,2,0,0
8,3,0,0
8,4,0,0
8,5,0,0
8,6,0,0
8,7,0,0
8,8,0,0
8,9,0,0
8,10,0,0
9,-10,0,0
9,-8,0,0
9,-7,0,0
9,-6,0,0
9,-5,0,0
9,-4,0,0
9,-3,0,0
9,-2,0,0
9,-1,0,0
9,0,0,0
9,1,0,0
9,2,1,0.5
9,3,0,0
9,4,0,0
9,5,0,0
9,6,0,0
9,7,1,0.5
9,8,0,0
9,9,0,0
9,10,0,0
10,-10,0,0
10,-8,0,0
10,-7,0,0
10,-6,0,0
10,-5,0,0
10,-4,0,0
10,-3,0,0
10,-2,0,0
10,-1,0,0
10,0,0,0
10,1,0,0
10,2,0,0
10,3,0,0
10,4,0,0
10,5,1,0.3333333333333333
10,6,0,0
10,7,2,0.6666666666666666
10,8,0,0
10,9,0,0
10,10,0,0
