delta_H,delta_L,count,row_percent
-10,-10,0,0
-10,-9,0,0
-10,-8,0,0
-10,-7,0,0
-10,-6,0,0
-10,-5,0,0
-10,-4,0,0
-10,-3,0,0
-10,-2,0,0
-10,-1,0,0
-10,0,0,0
-10,1,0,0
-10,2,0,0
-10,3,0,0
-10,4,0,0
-10,5,0,0
-10,6,0,0
-10,7,1,1
-10,8,0,0
-10,9,0,0
-10,10,0,0
-9,-10,0,0
-9,-9,0,0
-9,-8,0,0
-9,-7,0,0
-9,-6,0,0
-9,-5,0,0
-9,-4,0,0
-9,-3,0,0
-9,-2,0,0
-9,-1,0,0
-9,0,0,0
-9,1,0,0
-9,2,0,0
-9,3,0,0
-9,4,0,0
-9,5,0,0
-9,6,0,0
-9,7,0,0
-9,8,0,0
-9,9,0,0
-9,10,0,0
-8,-10,0,0
-8,-9,0,0
-8,-8,0,0
-8,-7,0,0
-8,-6,0,0
-8,-5,0,0
-8,-4,0,0
-8,-3,0,0
-8,-2,0,0
-8,-1,2,1
-8,0,0,0
-8,1,0,0
-8,2,0,0
-8,3,0,0
-8,4,0,0
-8,5,0,0
-8,6,0,0
-8,7,0,0
-8,8,0,0
-8,9,0,0
-8,10,0,0
-7,-10,0,0
-7,-9,0,0
-7,-8,0,0
-7,-7,0,0
-7,-6,0,0
-7,-5,0,0
-7,-4,0,0
-7,-3,0,0
-7,-2,0,0
-7,-1,0,0
-7,0,1,0.5
-7,1,0,0
-7,2,0,0
-7,3,0,0
-7,4,0,0
-7,5,0,0
-7,6,0,0
-7,7,0,0
-7,8,1,0.5
-7,9,0,0
-7,10,0,0
-6,-10,0,0
-6,-9,0,0
-6,-8,0,0
-6,-7,0,0
-6,-6,0,0
-6,-5,0,0
-6,-4,0,0
-6,-3,0,0
-6,-2,0,0
-6,-1,0,0
-6,0,1,0.25
-6,1,1,0.25
-6,2,0,0
-6,3,2,0.5
-6,4,0,0
-6,5,0,0
-6,6,0,0
-6,7,0,0
-6,8,0,0
-6,9,0,0
-6,10,0,0
-5,-10,0,0
-5,-9,0,0
-5,-8,0,0
-5,-7,0,0
-5,-6,0,0
-5,-5,0,0
-5,-4,0,0
-5,-3,0,0
-5,-2,0,0
-5,-1,0,0
-5,0,4,0.36363636363636365
-5,1,2,0.18181818181818182
-5,2,2,0.18181818181818182
-5,3,1,0.09090909090909091
-5,4,0,0
-5,5,2,0.18181818181818182
-5,6,0,0
-5,7,0,0
-5,8,0,0
-5,9,0,0
-5,10,0,0
-4,-10,0,0
-4,-9,0,0
-4,-8,0,0
-4,-7,0,0
-4,-6,0,0
-4,-5,0,0
-4,-4,0,0
-4,-3,0,0
-4,-2,0,0
-4,-1,0,0
-4,0,4,0.26666666666666666
-4,1,2,0.13333333333333333
-4,2,5,0.3333333333333333
-4,3,2,0.13333333333333333
-4,4,1,0.06666666666666667
-4,5,1,0.06666666666666667
-4,6,0,0
-4,7,0,0
-4,8,0,0
-4,9,0,0
-4,10,0,0
-3,-10,0,0
-3,-9,0,0
-3,-8,0,0
-3,-7,0,0
-3,-6,0,0
-3,-5,0,0
-3,-4,0,0
-3,-3,0,0
-3,-2,0,0
-3,-1,3,0.06818181818181818
-3,0,11,0.25
-3,1,9,0.20454545454545456
-3,2,13,0.29545454545454547
-3,3,7,0.1590909090909091
-3,4,0,0
-3,5,1,0.022727272727272728
-3,6,0,0
-3,7,0,0
-3,8,0,0
-3,9,0,0
-3,10,0,0
-2,-10,0,0
-2,-9,0,0
-2,-8,0,0
-2,-7,0,0
-2,-6,0,0
-2,-5,0,0
-2,-4,0,0
-2,-3,2,0.0111731843575419
-2,-2,7,0.03910614525139665
-2,-1,11,0.061452513966480445
-2,0,83,0.46368715083798884
-2,1,46,0.2569832402234637
-2,2,22,0.12290502793296089
-2,3,8,0.0446927374301676
-2,4,0,0
-2,5,0,0
-2,6,0,0
-2,7,0,0
-2,8,0,0
-2,9,0,0
-2,10,0,0
-1,-10,0,0
-1,-9,0,0
-1,-8,0,0
-1,-7,0,0
-1,-6,0,0
-1,-5,0,0
-1,-4,1,0.0010672358591248667
-1,-3,10,0.010672358591248666
-1,-2,23,0.02454642475987193
-1,-1,63,0.0672358591248666
-1,0,535,0.5709711846318036
-1,1,229,0.24439701173959444
-1,2,62,0.06616862326574173
-1,3,11,0.011739594450373533
-1,4,2,0.0021344717182497333
-1,5,1,0.0010672358591248667
-1,6,0,0
-1,7,0,0
-1,8,0,0
-1,9,0,0
-1,10,0,0
0,-10,0,0
0,-9,0,0
0,-8,0,0
0,-7,1,3.354579000335458e-4
0,-6,0,0
0,-5,4,0.0013418316001341832
0,-4,4,0.0013418316001341832
0,-3,16,0.005367326400536733
0,-2,109,0.03656491110365649
0,-1,308,0.1033210332103321
0,0,1970,0.6608520630660852
0,1,325,0.10902381751090238
0,2,177,0.0593760483059376
0,3,34,0.011405568601140557
0,4,25,0.008386447500838645
0,5,7,0.0023482053002348204
0,6,0,0
0,7,1,3.354579000335458e-4
0,8,0,0
0,9,0,0
0,10,0,0
1,-10,0,0
1,-9,0,0
1,-8,0,0
1,-7,1,0.0010204081632653062
1,-6,1,0.0010204081632653062
1,-5,1,0.0010204081632653062
1,-4,4,0.004081632653061225
1,-3,10,0.01020408163265306
1,-2,55,0.05612244897959184
1,-1,207,0.21122448979591837
1,0,519,0.5295918367346939
1,1,103,0.10510204081632653
1,2,47,0.04795918367346939
1,3,18,0.018367346938775512
1,4,13,0.013265306122448979
1,5,1,0.0010204081632653062
1,6,0,0
1,7,0,0
1,8,0,0
1,9,0,0
1,10,0,0
2,-10,0,0
2,-9,0,0
2,-8,0,0
2,-7,0,0
2,-6,0,0
2,-5,0,0
2,-4,1,0.0058823529411764705
