delta_H,delta_L,count,row_percent
-10,-10,0,0
-10,-9,0,0
-10,-8,0,0
-10,-7,0,0
-10,-6,0,0
-10,-5,0,0
-10,-4,0,0
-10,-3,0,0
-10,-2,0,0
-10,-1,0,0
-10,0,0,0
-10,1,0,0
-10,2,0,0
-10,3,0,0
-10,4,0,0
-10,5,0,0
-10,6,0,0
-10,7,0,0
-10,8,0,0
-10,9,1,1
-10,10,0,0
-9,-10,0,0
-9,-9,0,0
-9,-8,0,0
-9,-7,0,0
-9,-6,0,0
-9,-5,0,0
-9,-4,0,0
-9,-3,0,0
-9,-2,0,0
-9,-1,0,0
-9,0,0,0
-9,1,0,0
-9,2,0,0
-9,3,0,0
-9,4,0,0
-9,5,0,0
-9,6,0,0
-9,7,0,0
-9,8,0,0
-9,9,0,0
-9,10,0,0
-8,-10,0,0
-8,-9,0,0
-8,-8,0,0
-8,-7,0,0
-8,-6,0,0
-8,-5,0,0
-8,-4,0,0
-8,-3,0,0
-8,-2,1,0.5
-8,-1,0,0
-8,0,1,0.5
-8,1,0,0
-8,2,0,0
-8,3,0,0
-8,4,0,0
-8,5,0,0
-8,6,0,0
-8,7,0,0
-8,8,0,0
-8,9,0,0
-8,10,0,0
-7,-10,0,0
-7,-9,0,0
-7,-8,0,0
-7,-7,0,0
-7,-6,0,0
-7,-5,0,0
-7,-4,0,0
-7,-3,0,0
-7,-2,0,0
-7,-1,0,0
-7,0,1,0.5
-7,1,0,0
-7,2,0,0
-7,3,0,0
-7,4,0,0
-7,5,0,0
-7,6,0,0
-7,7,1,0.5
-7,8,0,0
-7,9,0,0
-7,10,0,0
-6,-10,0,0
-6,-9,0,0
-6,-8,0,0
-6,-7,0,0
-6,-6,0,0
-6,-5,0,0
-6,-4,0,0
-6,-3,0,0
-6,-2,0,0
-6,-1,0,0
-6,0,1,0.25
-6,1,1,0.25
-6,2,1,0.25
-6,3,0,0
-6,4,1,0.25
-6,5,0,0
-6,6,0,0
-6,7,0,0
-6,8,0,0
-6,9,0,0
-6,10,0,0
-5,-10,0,0
-5,-9,0,0
-5,-8,0,0
-5,-7,0,0
-5,-6,0,0
-5,-5,0,0
-5,-4,0,0
-5,-3,0,0
-5,-2,0,0
-5,-1,1,0.09090909090909091
-5,0,4,0.36363636363636365
-5,1,3,0.2727272727272727
-5,2,2,0.18181818181818182
-5,3,0,0
-5,4,1,0.09090909090909091
-5,5,0,0
-5,6,0,0
-5,7,0,0
-5,8,0,0
-5,9,0,0
-5,10,0,0
-4,-10,0,0
-4,-9,0,0
-4,-8,0,0
-4,-7,0,0
-4,-6,0,0
-4,-5,0,0
-4,-4,0,0
-4,-3,0,0
-4,-2,0,0
-4,-1,0,0
-4,0,6,0.4
-4,1,5,0.3333333333333333
-4,2,3,0.2
-4,3,1,0.06666666666666667
-4,4,0,0
-4,5,0,0
-4,6,0,0
-4,7,0,0
-4,8,0,0
-4,9,0,0
-4,10,0,0
-3,-10,0,0
-3,-9,0,0
-3,-8,0,0
-3,-7,0,0
-3,-6,0,0
-3,-5,0,0
-3,-4,0,0
-3,-3,0,0
-3,-2,1,0.022727272727272728
-3,-1,4,0.09090909090909091
-3,0,19,0.4318181818181818
-3,1,8,0.18181818181818182
-3,2,6,0.13636363636363635
-3,3,6,0.13636363636363635
-3,4,0,0
-3,5,0,0
-3,6,0,0
-3,7,0,0
-3,8,0,0
-3,9,0,0
-3,10,0,0
-2,-10,0,0
-2,-9,0,0
-2,-8,0,0
-2,-7,0,0
-2,-6,0,0
-2,-5,0,0
-2,-4,1,0.00558659217877095
-2,-3,1,0.00558659217877095
-2,-2,6,0.0335195530726257
-2,-1,38,0.2122905027932961
-2,0,81,0.45251396648044695
-2,1,39,0.21787709497206703
-2,2,8,0.0446927374301676
-2,3,2,0.0111731843575419
-2,4,2,0.0111731843575419
-2,5,1,0.00558659217877095
-2,6,0,0
-2,7,0,0
-2,8,0,0
-2,9,0,0
-2,10,0,0
-1,-10,0,0
-1,-9,0,0
-1,-8,0,0
-1,-7,0,0
-1,-6,3,0.0032017075773745998
-1,-5,9,0.0096051227321238
-1,-4,14,0.014941302027748132
-1,-3,1,0.0010672358591248667
-1,-2,44,0.04695837780149413
-1,-1,171,0.1824973319103522
-1,0,479,0.5112059765208111
-1,1,164,0.17502668089647813
-1,2,33,0.035218783351120594
-1,3,8,0.008537886872998933
-1,4,8,0.008537886872998933
-1,5,1,0.0010672358591248667
-1,6,2,0.0021344717182497333
-1,7,0,0
-1,8,0,0
-1,9,0,0
-1,10,0,0
0,-10,0,0
0,-9,0,0
0,-8,3,0.0010063737001006373
0,-7,2,6.709158000670916e-4
0,-6,12,0.004025494800402549
0,-5,34,0.011405568601140557
0,-4,57,0.01912110030191211
0,-3,21,0.007044615900704461
0,-2,158,0.05300234820530023
0,-1,549,0.18416638711841665
0,0,1593,0.5343844347534384
0,1,392,0.13149949681314996
0,2,92,0.030862126803086212
0,3,16,0.005367326400536733
0,4,32,0.010734652801073465
0,5,13,0.004360952700436095
0,6,7,0.0023482053002348204
0,7,0,0
0,8,0,0
0,9,0,0
0,10,0,0
1,-10,0,0
1,-9,0,0
1,-8,1,0.0010204081632653062
1,-7,1,0.0010204081632653062
1,-6,9,0.009183673469387756
1,-5,20,0.02040816326530612
1,-4,23,0.02346938775510204
1,-3,7,0.007142857142857143
1,-2,65,0.0663265306122449
1,-1,187,0.19081632653061226
1,0,488,0.49795918367346936
1,1,109,0.11122448979591837
1,2,33,0.0336734693877551
1,3,5,0.00510204081632653
1,4,19,0.019387755102040816
1,5,8,0.00816326530612245
1,6,2,0.0020408163265306124
1,7,2,0.0020408163265306124
1,8,1,0.0010204081632653062
1,9,0,0
1,10,0,0
2,-10,0,0
