model,prompt_variant,sex,income_band,education_band,outcome,n,n_correct,accuracy,se,ci_low,ci_high
Qwen2_5-72B-Instruct,baseline,weiblich,low_income,before_university_track,correct_prediction,7294,1568,0.21497120921305182,0.0048100552243875066,0.2055435009732523,0.22439891745285134
Qwen2_5-72B-Instruct,baseline,weiblich,low_income,university_track_or_higher,correct_prediction,4493,1060,0.23592254618295125,0.0063341042429310435,0.2235077018668064,0.2483373904990961
Qwen2_5-72B-Instruct,baseline,weiblich,middle_income,before_university_track,correct_prediction,8178,1937,0.23685497676693568,0.004701335474031022,0.22764035923783488,0.24606959429603648
Qwen2_5-72B-Instruct,baseline,weiblich,middle_income,university_track_or_higher,correct_prediction,5524,1354,0.24511223750905142,0.005787577969195896,0.23376858468942746,0.2564558903286754
Qwen2_5-72B-Instruct,baseline_notime,maennlich,high_income,before_university_track,correct_prediction,3830,903,0.23577023498694516,0.006858941131220797,0.2223267103697524,0.2492137596041379
Qwen2_5-72B-Instruct,baseline_notime,maennlich,high_income,university_track_or_higher,correct_prediction,5520,1368,0.24782608695652175,0.0058111636313273474,0.23643620623912015,0.25921596767392335
Qwen2_5-72B-Instruct,baseline_notime,maennlich,low_income,before_university_track,correct_prediction,6758,1417,0.20967741935483872,0.004951866558786743,0.1999717608996167,0.21938307781006072
Qwen2_5-72B-Instruct,baseline_notime,maennlich,low_income,university_track_or_higher,correct_prediction,4671,1088,0.23292656818668378,0.006184762839144509,0.22080443302196054,0.24504870335140702
Qwen2_5-72B-Instruct,baseline_notime,maennlich,middle_income,before_university_track,correct_prediction,8818,1947,0.22079836697663868,0.004417105866566726,0.2121408394781679,0.22945589447510947
Qwen2_5-72B-Instruct,baseline_notime,maennlich,middle_income,university_track_or_higher,correct_prediction,5551,1323,0.23833543505674654,0.005718611198802182,0.22712695710709427,0.2495439130063988
Qwen2_5-72B-Instruct,baseline_notime,weiblich,high_income,before_university_track,correct_prediction,3019,735,0.24345809870818153,0.00781082755680129,0.228148876696851,0.25876732071951203
Qwen2_5-72B-Instruct,baseline_notime,weiblich,high_income,university_track_or_higher,correct_prediction,4071,1021,0.25079832964873494,0.006793774649287085,0.23748253133613226,0.26411412796133765
Qwen2_5-72B-Instruct,baseline_notime,weiblich,low_income,before_university_track,correct_prediction,7294,1560,0.21387441732931176,0.004801119381824428,0.20446422334093586,0.22328461131768765
Qwen2_5-72B-Instruct,baseline_notime,weiblich,low_income,university_track_or_higher,correct_prediction,4493,1031,0.2294680614288894,0.0062731870394273775,0.21717261483161174,0.24176350802616706
Qwen2_5-72B-Instruct,baseline_notime,weiblich,middle_income,before_university_track,correct_prediction,8178,1929,0.23587674247982393,0.004694622942566313,0.22667528151239397,0.2450782034472539
Qwen2_5-72B-Instruct,baseline_notime,weiblich,middle_income,university_track_or_higher,correct_prediction,5524,1377,0.249275887038378,0.005820408723458472,0.2378678859403994,0.2606838881363566
Qwen2_5-72B-Instruct,tanchored,maennlich,high_income,before_university_track,correct_prediction,3830,888,0.2318537859007833,0.0068191407746508465,0.21848826998246762,0.24521930181909896
Qwen2_5-72B-Instruct,tanchored,maennlich,high_income,university_track_or_higher,correct_prediction,5520,1380,0.25,0.005828155051501961,0.23857681609905615,0.2614231839009438
Qwen2_5-72B-Instruct,tanchored,maennlich,low_income,before_university_track,correct_prediction,6758,1333,0.19724770642201836,0.004840471471079726,0.1877603823387021,0.20673503050533462
Qwen2_5-72B-Instruct,tanchored,maennlich,low_income,university_track_or_higher,correct_prediction,4671,1087,0.23271248126739455,0.006182782536959333,0.22059422749495425,0.24483073503983485
Qwen2_5-72B-Instruct,tanchored,maennlich,middle_income,before_university_track,correct_prediction,8818,1805,0.20469494216375594,0.00429670345262526,0.19627340339661042,0.21311648093090146
Qwen2_5-72B-Instruct,tanchored,maennlich,middle_income,university_track_or_higher,correct_prediction,5551,1270,0.22878760583678617,0.005637903439104031,0.21773731509614228,0.23983789657743007
Qwen2_5-72B-Instruct,tanchored,weiblich,high_income,before_university_track,correct_prediction,3019,698,0.2312023848956608,0.007673095650255682,0.21616311742115968,0.24624165237016193
Qwen2_5-72B-Instruct,tanchored,weiblich,high_income,university_track_or_higher,correct_prediction,4071,1012,0.24858757062146894,0.006773737165982027,0.23531104577614417,0.26186409546679373
Qwen2_5-72B-Instruct,tanchored,weiblich,low_income,before_university_track,correct_prediction,7294,1373,0.18823690704688786,0.004577034233376458,0.17926591994947,0.19720789414430573
Qwen2_5-72B-Instruct,tanchored,weiblich,low_income,university_track_or_higher,correct_prediction,4493,1022,0.22746494547073226,0.006253859597111953,0.21520738066039283,0.2397225102810717
Qwen2_5-72B-Instruct,tanchored,weiblich,middle_income,before_university_track,correct_prediction,8178,1748,0.21374419173392029,0.004533206901540109,0.20485910620690168,0.2226292772609389
Qwen2_5-72B-Instruct,tanchored,weiblich,middle_income,university_track_or_higher,correct_prediction,5524,1270,0.22990586531498913,0.005661351217864174,0.21880961692797535,0.24100211370200292
Qwen2_5-72B-Instruct,trajectory,maennlich,high_income,before_university_track,correct_prediction,2588,1191,0.46020092735703244,0.009797328631128048,0.44099816324002145,0.47940369147404344
Qwen2_5-72B-Instruct,trajectory,maennlich,high_income,university_track_or_higher,correct_prediction,3883,1988,0.5119752768477981,0.008021613103483457,0.4962529151649705,0.5276976385306257
Qwen2_5-72B-Instruct,trajectory,maennlich,low_income,before_university_track,correct_prediction,4446,2011,0.4523166891587944,0.007464510452763793,0.4376862486713774,0.46694712964621143
Qwen2_5-72B-Instruct,trajectory,maennlich,low_income,university_track_or_higher,correct_prediction,3245,1638,0.5047765793528506,0.008776934056365888,0.48757378860237344,0.5219793701033277
Qwen2_5-72B-Instruct,trajectory,maennlich,middle_income,before_university_track,correct_prediction,5933,2658,0.448002696780718,0.006456120355796422,0.43534870088335703,0.460656692678079
Qwen2_5-72B-Instruct,trajectory,maennlich,middle_income,university_track_or_higher,correct_prediction,3926,1946,0.4956698930208864,0.00797955312040803,0.48002996890488664,0.5113098171368862
Qwen2_5-72B-Instruct,trajectory,weiblich,high_income,before_university_track,correct_prediction,1939,851,0.43888602372356883,0.011269704121992657,0.4167974036444632,0.46097464380267444
Qwen2_5-72B-Instruct,trajectory,weiblich,high_income,university_track_or_higher,correct_prediction,2742,1322,0.48212983223924144,0.009542424315535604,0.46342668058079167,0.5008329838976913
Qwen2_5-72B-Instruct,trajectory,weiblich,low_income,before_university_track,correct_prediction,4614,1919,0.4159081057650629,0.007256053678230115,0.4016862405557319,0.43012997097439387
Qwen2_5-72B-Instruct,trajectory,weiblich,low_income,university_track_or_higher,correct_prediction,2953,1394,0.4720623095157467,0.0091866944938389615,0.4540563883078223,0.49006823072367106
Qwen2_5-72B-Instruct,trajectory,weiblich,middle_income,before_university_track,correct_prediction,5178,2161,0.41734260332174583,0.006852861733513855,0.4039109943240587,0.43077421231943297
Qwen2_5-72B-Instruct,trajectory,weiblich,middle_income,university_track_or_higher,correct_prediction,3733,1746,0.4677203321725154,0.008166464309001304,0.4517140621268729,0.48372660221815794
Qwen2_5-7B-Instruct-GPTQ-Int4,baseline,maennlich,high_income,before_university_track,correct_prediction,3830,522,0.13629242819843343,0.005543956844816013,0.12542627278259405,0.1471585836142728
Qwen2_5-7B-Instruct-GPTQ-Int4,baseline,maennlich,high_income,university_track_or_higher,correct_prediction,5520,811,0.14692028985507247,0.004765035666867251,0.13758081994801266,0.15625975976213227
Qwen2_5-7B-Instruct-GPTQ-Int4,baseline,maennlich,low_income,before_university_track,correct_prediction,6758,725,0.1072802604320805,0.0037645093902198977,0.0999018220272495,0.1146586988369115
Qwen2_5-7B-Instruct-GPTQ-Int4,baseline,maennlich,low_income,university_track_or_higher,correct_prediction,4671,520,0.11132519803040035,0.004602176151502325,0.10230493277345579,0.12034546328734491
Qwen2_5-7B-Instruct-GPTQ-Int4,baseline,maennlich,middle_income,before_university_track,correct_prediction,8818,1010,0.11453844409163076,0.003391372134942734,0.107891354707143,0.12118553347611852
Qwen2_5-7B-Instruct-GPTQ-Int4,baseline,maennlich,middle_income,university_track_or_higher,correct_prediction,5551,632,0.1138533597549991,0.004263243213794351,0.10549740305596218,0.12220931645403603
Qwen2_5-7B-Instruct-GPTQ-Int4,baseline,weiblich,high_income,before_university_track,correct_prediction,3019,316,0.10467042066909572,0.005571496918117756,0.09375028670958492,0.11559055462860653
Qwen2_5-7B-Instruct-GPTQ-Int4,baseline,weiblich,high_income,university_track_or_higher,correct_prediction,4071,421,0.10341439449766641,0.004772388896249374,0.09406051226101764,0.11276827673431519
Qwen2_5-7B-Instruct-GPTQ-Int4,baseline,weiblich,low_income,before_university_track,correct_prediction,7294,625,0.08568686591719221,0.003277341738124202,0.07926327611046878,0.09211045572391564
Qwen2_5-7B-Instruct-GPTQ-Int4,baseline,weiblich,low_income,university_track_or_higher,correct_prediction,4493,377,0.08390830180280437,0.004136220952559167,0.0758013087357884,0.09201529486982034
Qwen2_5-7B-Instruct-GPTQ-Int4,baseline,weiblich,middle_income,before_university_track,correct_prediction,8178,749,0.09158718513083884,0.0031895941689213778,0.08533558055975295,0.09783878970192474
Qwen2_5-7B-Instruct-GPTQ-Int4,baseline,weiblich,middle_income,university_track_or_higher,correct_prediction,5524,475,0.08598841419261405,0.003771976560351574,0.07859534013432497,0.09338148825090313
Qwen2_5-7B-Instruct-GPTQ-Int4,baseline_notime,maennlich,high_income,before_university_track,correct_prediction,3830,553,0.1443864229765013,0.00567940220065476,0.133254794663218,0.15551805128978463
Qwen2_5-7B-Instruct-GPTQ-Int4,baseline_notime,maennlich,high_income,university_track_or_higher,correct_prediction,5520,836,0.15144927536231884,0.004825062745603646,0.14199215238093568,0.160906398343702
Qwen2_5-7B-Instruct-GPTQ-Int4,baseline_notime,maennlich,low_income,before_university_track,correct_prediction,6758,788,0.11660254513169577,0.00390411851803411,0.10895047283634891,0.12425461742704262
Qwen2_5-7B-Instruct-GPTQ-Int4,baseline_notime,maennlich,low_income,university_track_or_higher,correct_prediction,4671,530,0.11346606722329265,0.004640617240101003,0.10437045743269469,0.12256167701389062
Qwen2_5-7B-Instruct-GPTQ-Int4,baseline_notime,maennlich,middle_income,before_university_track,correct_prediction,8818,1082,0.12270356089816285,0.003493950269075232,0.1158554183707754,0.1295517034255503
Qwen2_5-7B-Instruct-GPTQ-Int4,baseline_notime,maennlich,middle_income,university_track_or_higher,correct_prediction,5551,660,0.11889749594667627,0.004344241481397123,0.11038278264313792,0.12741220925021463
Qwen2_5-7B-Instruct-GPTQ-Int4,baseline_notime,weiblich,high_income,before_university_track,correct_prediction,3019,343,0.11361377939715138,0.005775577888238478,0.10229364673620396,0.1249339120580988
Qwen2_5-7B-Instruct-GPTQ-Int4,baseline_notime,weiblich,high_income,university_track_or_higher,correct_prediction,4071,466,0.11446818963399656,0.004989924094626404,0.10468793840852882,0.12424844085946431
Qwen2_5-7B-Instruct-GPTQ-Int4,baseline_notime,weiblich,low_income,before_university_track,correct_prediction,7294,669,0.09171922127776254,0.0033795382151365484,0.0850953263760949,0.09834311617943017
Qwen2_5-7B-Instruct-GPTQ-Int4,baseline_notime,weiblich,low_income,university_track_or_higher,correct_prediction,4493,395,0.08791453371911863,0.0042245445755374625,0.0796344263510652,0.09619464108717206
Qwen2_5-7B-Instruct-GPTQ-Int4,baseline_notime,weiblich,middle_income,before_university_track,correct_prediction,8178,778,0.09513328442161897,0.0032444045294014096,0.08877425154399221,0.10149231729924574
Qwen2_5-7B-Instruct-GPTQ-Int4,baseline_notime,weiblich,middle_income,university_track_or_higher,correct_prediction,5524,493,0.0892469225199131,0.0038359250546296246,0.08172850941283905,0.09676533562698716
Qwen2_5-7B-Instruct-GPTQ-Int4,tanchored,maennlich,high_income,before_university_track,correct_prediction,3830,580,0.1514360313315927,0.005792386281758974,0.1400829542193451,0.16278910844384029
Qwen2_5-7B-Instruct-GPTQ-Int4,tanchored,maennlich,high_income,university_track_or_higher,correct_prediction,5520,902,0.16340579710144928,0.004976472591304902,0.1536519108224917,0.17315968338040688
Qwen2_5-7B-Instruct-GPTQ-Int4,tanchored,maennlich,low_income,before_university_track,correct_prediction,6758,848,0.12548091151228175,0.004029622709751247,0.1175828510011693,0.1333789720233942
Qwen2_5-7B-Instruct-GPTQ-Int4,tanchored,maennlich,low_income,university_track_or_higher,correct_prediction,4671,549,0.11753371868978806,0.004712217903748965,0.10829777159844009,0.12676966578113602
Qwen2_5-7B-Instruct-GPTQ-Int4,tanchored,maennlich,middle_income,before_university_track,correct_prediction,8818,1098,0.12451803129961443,0.0035160470543329422,0.11762657907312186,0.13140948352610698
Qwen2_5-7B-Instruct-GPTQ-Int4,tanchored,maennlich,middle_income,university_track_or_higher,correct_prediction,5551,723,0.13024680237794992,0.0045174768779164005,0.12139254769723377,0.13910105705866607
Qwen2_5-7B-Instruct-GPTQ-Int4,tanchored,weiblich,high_income,before_university_track,correct_prediction,3019,379,0.12553825770122556,0.006030133109463041,0.113719196806678,0.13735731859577313
Qwen2_5-7B-Instruct-GPTQ-Int4,tanchored,weiblich,high_income,university_track_or_higher,correct_prediction,4071,504,0.12380250552689757,0.005161966352368261,0.11368505147625578,0.13391995957753935
Qwen2_5-7B-Instruct-GPTQ-Int4,tanchored,weiblich,low_income,before_university_track,correct_prediction,7294,749,0.10268714011516315,0.003554242828689912,0.09572082417093093,0.10965345605939537
Qwen2_5-7B-Instruct-GPTQ-Int4,tanchored,weiblich,low_income,university_track_or_higher,correct_prediction,4493,402,0.08947251279768528,0.004258171397231203,0.08112649685911212,0.09781852873625844
Qwen2_5-7B-Instruct-GPTQ-Int4,tanchored,weiblich,middle_income,before_university_track,correct_prediction,8178,846,0.10344827586206896,0.0033676407057634536,0.0968477000787726,0.11004885164536533
Qwen2_5-7B-Instruct-GPTQ-Int4,tanchored,weiblich,middle_income,university_track_or_higher,correct_prediction,5524,547,0.09902244750181029,0.004018805414221866,0.09114558888993543,0.10689930611368514
Qwen2_5-7B-Instruct-GPTQ-Int4,trajectory,maennlich,high_income,before_university_track,correct_prediction,2588,807,0.3118238021638331,0.009105888310296783,0.2939762610756514,0.3296713432520148
Qwen2_5-7B-Instruct-GPTQ-Int4,trajectory,maennlich,high_income,university_track_or_higher,correct_prediction,3883,1241,0.31959824877671905,0.007483438804235864,0.3049307087204168,0.3342657888330213
Qwen2_5-7B-Instruct-GPTQ-Int4,trajectory,maennlich,low_income,before_university_track,correct_prediction,4446,1432,0.3220872694556905,0.007007916934075066,0.30835175226490336,0.33582278664647763
Qwen2_5-7B-Instruct-GPTQ-Int4,trajectory,maennlich,low_income,university_track_or_higher,correct_prediction,3245,956,0.2946070878274268,0.00800257569532492,0.27892203946458993,0.31029213619026363
Qwen2_5-7B-Instruct-GPTQ-Int4,trajectory,maennlich,middle_income,before_university_track,correct_prediction,5933,1744,0.29394909826394744,0.005914484499881275,0.28235670864418017,0.3055414878837147
Qwen2_5-7B-Instruct-GPTQ-Int4,trajectory,maennlich,middle_income,university_track_or_higher,correct_prediction,3926,1122,0.2857870606214977,0.007210410495365118,0.2716546560505821,0.29991946519241336
Qwen2_5-7B-Instruct-GPTQ-Int4,trajectory,weiblich,high_income,before_university_track,correct_prediction,1939,589,0.3037648272305312,0.010443782483231766,0.283295013563397,0.32423464089766546
Qwen2_5-7B-Instruct-GPTQ-Int4,trajectory,weiblich,high_income,university_track_or_higher,correct_prediction,2742,794,0.2895696571845368,0.00866170825776212,0.2725927089993231,0.30654660536975054
Qwen2_5-7B-Instruct-GPTQ-Int4,trajectory,weiblich,low_income,before_university_track,correct_prediction,4614,1368,0.2964889466840052,0.006723585333376853,0.2833107194305866,0.3096671739374238
Qwen2_5-7B-Instruct-GPTQ-Int4,trajectory,weiblich,low_income,university_track_or_higher,correct_prediction,2953,786,0.2661699966136133,0.00813290235712519,0.2502295079936479,0.2821104852335787
Qwen2_5-7B-Instruct-GPTQ-Int4,trajectory,weiblich,middle_income,before_university_track,correct_prediction,5178,1486,0.2869833912707609,0.006286330090233774,0.2746621842939027,0.29930459824761907
Qwen2_5-7B-Instruct-GPTQ-Int4,trajectory,weiblich,middle_income,university_track_or_higher,correct_prediction,3733,1009,0.2702919903562818,0.007268790466239199,0.256045161042453,0.28453881967011063
