delta_H,delta_L,count,row_percent
-2,-2,0,0
-2,-1,0,0
-2,0,7,0.4666666666666667
-2,1,4,0.26666666666666666
-2,2,4,0.26666666666666666
-1,-2,0,0
-1,-1,10,0.02444987775061125
-1,0,229,0.5599022004889975
-1,1,162,0.3960880195599022
-1,2,8,0.019559902200488997
0,-2,12,0.0026402640264026403
0,-1,234,0.05148514851485148
0,0,3817,0.8398239823982399
0,1,430,0.09460946094609461
0,2,52,0.01144114411441144
1,-2,5,0.011235955056179775
1,-1,123,0.27640449438202247
1,0,258,0.5797752808988764
1,1,49,0.1101123595505618
1,2,10,0.02247191011235955
2,-2,5,0.3333333333333333
2,-1,2,0.13333333333333333
2,0,6,0.4
2,1,1,0.06666666666666667
2,2,1,0.06666666666666667
