delta_H,delta_L,count,row_percent
-2,-2,0,0
-2,-1,0,0
-2,0,11,0.6875
-2,1,1,0.0625
-2,2,4,0.25
-1,-2,0,0
-1,-1,10,0.020242914979757085
-1,0,287,0.5809716599190283
-1,1,174,0.3522267206477733
-1,2,23,0.0465587044534413
0,-2,82,0.01200761458485869
0,-1,422,0.06179528481476058
0,0,5582,0.8173963977156246
0,1,638,0.09342509884316884
0,2,105,0.015375604041587347
1,-2,36,0.05446293494704992
1,-1,170,0.25718608169440244
1,0,411,0.6217851739788199
1,1,35,0.0529500756429652
1,2,9,0.01361573373676248
2,-2,3,0.125
2,-1,3,0.125
2,0,14,0.5833333333333334
2,1,2,0.08333333333333333
2,2,2,0.08333333333333333
