delta_H,delta_L,count,row_percent
-2,-2,0,0
-2,-1,0,0
-2,0,4,0.36363636363636365
-2,1,2,0.18181818181818182
-2,2,5,0.45454545454545453
-1,-2,1,0.0023584905660377358
-1,-1,17,0.04009433962264151
-1,0,222,0.5235849056603774
-1,1,175,0.41273584905660377
-1,2,9,0.02122641509433962
0,-2,64,0.012823081546784212
0,-1,537,0.10759366860348628
0,0,3920,0.7854137447405329
0,1,436,0.08735724303746745
0,2,34,0.006812262071729113
1,-2,16,0.04199475065616798
1,-1,165,0.4330708661417323
1,0,178,0.4671916010498688
1,1,15,0.03937007874015748
1,2,7,0.01837270341207349
2,-2,2,0.18181818181818182
2,-1,2,0.18181818181818182
2,0,6,0.5454545454545454
2,1,1,0.09090909090909091
2,2,0,0
