delta_H,delta_L,count,row_percent
-2,-2,0,0
-2,-1,0,0
-2,0,7,0.4666666666666667
-2,1,3,0.2
-2,2,5,0.3333333333333333
-1,-2,0,0
-1,-1,2,0.004889975550122249
-1,0,220,0.5378973105134475
-1,1,183,0.4474327628361858
-1,2,4,0.009779951100244499
0,-2,6,0.0013201320132013201
0,-1,221,0.04862486248624862
0,0,3995,0.878987898789879
0,1,295,0.06490649064906491
0,2,28,0.006160616061606161
1,-2,4,0.008988764044943821
1,-1,157,0.35280898876404493
1,0,260,0.5842696629213483
1,1,19,0.04269662921348315
1,2,5,0.011235955056179775
2,-2,3,0.2
2,-1,2,0.13333333333333333
2,0,9,0.6
2,1,1,0.06666666666666667
2,2,0,0
