delta_H,delta_L,count,row_percent
-2,-2,0,0
-2,-1,0,0
-2,0,4,0.3333333333333333
-2,1,3,0.25
-2,2,5,0.4166666666666667
-1,-2,0,0
-1,-1,7,0.01881720430107527
-1,0,149,0.40053763440860213
-1,1,213,0.5725806451612904
-1,2,3,0.008064516129032258
0,-2,8,0.0013518080432578573
0,-1,192,0.03244339303818858
0,0,5381,0.9092598850963163
0,1,329,0.055593105778979385
0,2,8,0.0013518080432578573
1,-2,3,0.004672897196261682
1,-1,208,0.32398753894080995
1,0,417,0.6495327102803738
1,1,14,0.021806853582554516
1,2,0,0
2,-2,3,0.1
2,-1,9,0.3
2,0,18,0.6
2,1,0,0
2,2,0,0
