delta_H,delta_L,count,row_percent
-2,-2,0,0
-2,-1,0,0
-2,0,7,0.4666666666666667
-2,1,2,0.13333333333333333
-2,2,6,0.4
-1,-2,0,0
-1,-1,12,0.030456852791878174
-1,0,210,0.5329949238578681
-1,1,166,0.4213197969543147
-1,2,6,0.015228426395939087
0,-2,33,0.007366071428571428
0,-1,329,0.0734375
0,0,3826,0.8540178571428572
0,1,272,0.060714285714285714
0,2,20,0.004464285714285714
1,-2,12,0.02745995423340961
1,-1,159,0.36384439359267734
1,0,250,0.5720823798627003
1,1,11,0.02517162471395881
1,2,5,0.011441647597254004
2,-2,2,0.14285714285714285
2,-1,1,0.07142857142857142
2,0,10,0.7142857142857143
2,1,1,0.07142857142857142
2,2,0,0
