delta_H,delta_L,count,row_percent
-2,-2,0,0
-2,-1,0,0
-2,0,5,0.3125
-2,1,4,0.25
-2,2,7,0.4375
-1,-2,0,0
-1,-1,8,0.016194331983805668
-1,0,214,0.4331983805668016
-1,1,264,0.5344129554655871
-1,2,8,0.016194331983805668
0,-2,9,0.0013179089178503441
0,-1,353,0.05169131644457461
0,0,5973,0.8746522184800117
0,1,484,0.0708742129155074
0,2,10,0.001464343242055938
1,-2,9,0.01361573373676248
1,-1,274,0.4145234493192133
1,0,367,0.5552193645990923
1,1,11,0.01664145234493192
1,2,0,0
2,-2,5,0.20833333333333334
2,-1,5,0.20833333333333334
2,0,13,0.5416666666666666
2,1,1,0.041666666666666664
2,2,0,0
