delta_H,delta_L,count,row_percent
-6,-6,0,0
-6,-5,0,0
-6,-4,0,0
-6,-3,0,0
-6,-2,0,0
-6,-1,3,0.13636363636363635
-6,0,8,0.36363636363636365
-6,1,7,0.3181818181818182
-6,2,2,0.09090909090909091
-6,3,0,0
-6,4,0,0
-6,5,0,0
-6,6,2,0.09090909090909091
-5,-6,0,0
-5,-5,0,0
-5,-4,0,0
-5,-3,0,0
-5,-2,0,0
-5,-1,1,0.041666666666666664
-5,0,8,0.3333333333333333
-5,1,11,0.4583333333333333
-5,2,1,0.041666666666666664
-5,3,2,0.08333333333333333
-5,4,1,0.041666666666666664
-5,5,0,0
-5,6,0,0
-4,-6,0,0
-4,-5,0,0
-4,-4,0,0
-4,-3,0,0
-4,-2,0,0
-4,-1,5,0.15151515151515152
-4,0,16,0.48484848484848486
-4,1,5,0.15151515151515152
-4,2,4,0.12121212121212122
-4,3,1,0.030303030303030304
-4,4,2,0.06060606060606061
-4,5,0,0
-4,6,0,0
-3,-6,0,0
-3,-5,0,0
-3,-4,0,0
-3,-3,1,0.006802721088435374
-3,-2,6,0.04081632653061224
-3,-1,20,0.1360544217687075
-3,0,46,0.3129251700680272
-3,1,27,0.1836734693877551
-3,2,20,0.1360544217687075
-3,3,18,0.12244897959183673
-3,4,5,0.034013605442176874
-3,5,3,0.02040816326530612
-3,6,1,0.006802721088435374
-2,-6,0,0
-2,-5,0,0
-2,-4,0,0
-2,-3,3,0.009868421052631578
-2,-2,9,0.029605263157894735
-2,-1,38,0.125
-2,0,120,0.39473684210526316
-2,1,75,0.24671052631578946
-2,2,34,0.1118421052631579
-2,3,15,0.049342105263157895
-2,4,8,0.02631578947368421
-2,5,2,0.006578947368421052
-2,6,0,0
-1,-6,0,0
-1,-5,0,0
-1,-4,2,0.001932367149758454
-1,-3,9,0.008695652173913044
-1,-2,42,0.04057971014492753
-1,-1,137,0.1323671497584541
-1,0,509,0.49178743961352656
-1,1,209,0.20193236714975846
-1,2,72,0.06956521739130435
-1,3,26,0.025120772946859903
-1,4,26,0.025120772946859903
-1,5,3,0.002898550724637681
-1,6,0,0
0,-6,2,5.899705014749262e-4
0,-5,20,0.0058997050147492625
0,-4,32,0.00943952802359882
0,-3,23,0.006784660766961652
0,-2,101,0.029793510324483775
0,-1,425,0.12536873156342182
0,0,1941,0.5725663716814159
0,1,476,0.14041297935103245
0,2,161,0.04749262536873156
0,3,66,0.019469026548672566
0,4,95,0.028023598820058997
0,5,42,0.012389380530973451
0,6,6,0.0017699115044247787
1,-6,0,0
1,-5,2,0.0017241379310344827
1,-4,13,0.011206896551724138
1,-3,14,0.01206896551724138
1,-2,41,0.0353448275862069
1,-1,210,0.1810344827586207
1,0,644,0.5551724137931034
1,1,148,0.12758620689655173
1,2,48,0.041379310344827586
1,3,17,0.014655172413793103
1,4,17,0.014655172413793103
1,5,6,0.005172413793103448
1,6,0,0
2,-6,0,0
2,-5,5,0.01557632398753894
2,-4,5,0.01557632398753894
2,-3,5,0.01557632398753894
2,-2,35,0.10903426791277258
2,-1,76,0.2367601246105919
2,0,136,0.4236760124610592
2,1,38,0.11838006230529595
2,2,12,0.037383177570093455
2,3,2,0.006230529595015576
2,4,6,0.018691588785046728
2,5,1,0.003115264797507788
2,6,0,0
3,-6,0,0
3,-5,2,0.013245033112582781
3,-4,4,0.026490066225165563
3,-3,15,0.09933774834437085
3,-2,16,0.10596026490066225
3,-1,32,0.2119205298013245
3,0,47,0.31125827814569534
3,1,20,0.13245033112582782
3,2,9,0.059602649006622516
3,3,1,0.006622516556291391
3,4,2,0.013245033112582781
3,5,3,0.019867549668874173
3,6,0,0
4,-6,0,0
4,-5,0,0
4,-4,2,0.05714285714285714
4,-3,4,0.11428571428571428
4,-2,1,0.02857142857142857
4,-1,4,0.11428571428571428
4,0,16,0.45714285714285713
4,1,3,0.08571428571428572
4,2,2,0.05714285714285714
4,3,1,0.02857142857142857
4,4,0,0
4,5,2,0.05714285714285714
4,6,0,0
5,-6,0,0
5,-5,0,0
5,-4,3,0.1111111111111111
5,-3,1,0.037037037037037035
5,-2,4,0.14814814814814814
5,-1,4,0.14814814814814814
5,0,8,0.2962962962962963
5,1,3,0.1111111111111111
5,2,2,0.07407407407407407
5,3,1,0.037037037037037035
5,4,0,0
5,5,1,0.037037037037037035
5,6,0,0
6,-6,2,0.06896551724137931
6,-5,2,0.06896551724137931
6,-4,0,0
6,-3,0,0
6,-2,2,0.06896551724137931
6,-1,11,0.3793103448275862
6,0,3,0.10344827586206896
6,1,3,0.10344827586206896
6,2,0,0
6,3,1,0.034482758620689655
6,4,3,0.10344827586206896
6,5,2,0.06896551724137931
6,6,0,0
