delta_H,delta_L,count,row_percent
-6,-6,0,0
-6,-5,0,0
-6,-4,2,0.15384615384615385
-6,-3,1,0.07692307692307693
-6,-2,1,0.07692307692307693
-6,-1,0,0
-6,0,9,0.6923076923076923
-6,1,0,0
-6,2,0,0
-6,3,0,0
-6,4,0,0
-6,5,0,0
-6,6,0,0
-5,-6,0,0
-5,-5,0,0
-5,-4,2,0.18181818181818182
-5,-3,1,0.09090909090909091
-5,-2,1,0.09090909090909091
-5,-1,0,0
-5,0,4,0.36363636363636365
-5,1,1,0.09090909090909091
-5,2,1,0.09090909090909091
-5,3,0,0
-5,4,0,0
-5,5,1,0.09090909090909091
-5,6,0,0
-4,-6,0,0
-4,-5,1,0.05
-4,-4,0,0
-4,-3,2,0.1
-4,-2,1,0.05
-4,-1,1,0.05
-4,0,8,0.4
-4,1,1,0.05
-4,2,1,0.05
-4,3,1,0.05
-4,4,1,0.05
-4,5,3,0.15
-4,6,0,0
-3,-6,0,0
-3,-5,3,0.02142857142857143
-3,-4,5,0.03571428571428571
-3,-3,13,0.09285714285714286
-3,-2,7,0.05
-3,-1,7,0.05
-3,0,72,0.5142857142857142
-3,1,5,0.03571428571428571
-3,2,4,0.02857142857142857
-3,3,9,0.06428571428571428
-3,4,8,0.05714285714285714
-3,5,7,0.05
-3,6,0,0
-2,-6,0,0
-2,-5,8,0.027874564459930314
-2,-4,9,0.0313588850174216
-2,-3,17,0.059233449477351915
-2,-2,11,0.03832752613240418
-2,-1,17,0.059233449477351915
-2,0,100,0.34843205574912894
-2,1,34,0.11846689895470383
-2,2,27,0.09407665505226481
-2,3,35,0.12195121951219512
-2,4,14,0.04878048780487805
-2,5,15,0.05226480836236934
-2,6,0,0
-1,-6,0,0
-1,-5,16,0.018779342723004695
-1,-4,34,0.03990610328638498
-1,-3,24,0.028169014084507043
-1,-2,37,0.04342723004694836
-1,-1,83,0.09741784037558686
-1,0,294,0.34507042253521125
-1,1,125,0.1467136150234742
-1,2,91,0.1068075117370892
-1,3,69,0.08098591549295775
-1,4,31,0.036384976525821594
-1,5,48,0.056338028169014086
-1,6,0,0
0,-6,0,0
0,-5,63,0.021590130226182315
0,-4,86,0.029472241261137764
0,-3,102,0.03495544893762851
0,-2,202,0.06922549691569568
0,-1,369,0.12645647703906784
0,0,1316,0.45099383139136395
0,1,246,0.08430431802604524
0,2,188,0.06442769019876628
0,3,183,0.06271418779986292
0,4,91,0.031185743660041124
0,5,72,0.02467443454420836
0,6,0,0
1,-6,0,0
1,-5,19,0.012566137566137565
1,-4,46,0.03042328042328042
1,-3,70,0.046296296296296294
1,-2,165,0.10912698412698413
1,-1,203,0.13425925925925927
1,0,573,0.37896825396825395
1,1,135,0.08928571428571429
1,2,118,0.07804232804232804
1,3,90,0.05952380952380952
1,4,44,0.0291005291005291
1,5,49,0.032407407407407406
1,6,0,0
2,-6,0,0
2,-5,20,0.030211480362537766
2,-4,40,0.06042296072507553
2,-3,43,0.0649546827794562
2,-2,71,0.10725075528700906
2,-1,66,0.09969788519637462
2,0,237,0.3580060422960725
2,1,39,0.05891238670694864
2,2,54,0.08157099697885196
2,3,50,0.0755287009063444
2,4,21,0.03172205438066465
2,5,21,0.03172205438066465
2,6,0,0
3,-6,0,0
3,-5,10,0.03257328990228013
3,-4,21,0.06840390879478828
3,-3,27,0.08794788273615635
3,-2,28,0.09120521172638436
3,-1,29,0.09446254071661238
3,0,110,0.3583061889250814
3,1,20,0.06514657980456026
3,2,19,0.06188925081433225
3,3,25,0.08143322475570032
3,4,6,0.019543973941368076
3,5,12,0.03908794788273615
3,6,0,0
4,-6,0,0
4,-5,6,0.08823529411764706
4,-4,3,0.04411764705882353
4,-3,2,0.029411764705882353
4,-2,11,0.16176470588235295
4,-1,4,0.058823529411764705
4,0,27,0.39705882352941174
4,1,1,0.014705882352941176
4,2,10,0.14705882352941177
4,3,1,0.014705882352941176
4,4,1,0.014705882352941176
4,5,2,0.029411764705882353
4,6,0,0
5,-6,0,0
5,-5,3,0.13043478260869565
5,-4,1,0.043478260869565216
5,-3,1,0.043478260869565216
5,-2,0,0
5,-1,1,0.043478260869565216
5,0,11,0.4782608695652174
5,1,1,0.043478260869565216
5,2,1,0.043478260869565216
5,3,0,0
5,4,1,0.043478260869565216
5,5,3,0.13043478260869565
5,6,0,0
6,-6,0,0
6,-5,0,0
6,-4,0,0
6,-3,1,0.05
6,-2,3,0.15
6,-1,1,0.05
6,0,14,0.7
6,1,0,0
6,2,1,0.05
6,3,0,0
6,4,0,0
6,5,0,0
6,6,0,0
