delta_H,delta_L,count,row_percent
-6,-6,0,0
-6,-5,0,0
-6,-4,2,0.25
-6,-3,0,0
-6,-2,0,0
-6,-1,0,0
-6,0,6,0.75
-6,1,0,0
-6,2,0,0
-6,3,0,0
-6,4,0,0
-6,5,0,0
-6,6,0,0
-5,-6,0,0
-5,-5,0,0
-5,-4,0,0
-5,-3,1,0.125
-5,-2,1,0.125
-5,-1,0,0
-5,0,3,0.375
-5,1,0,0
-5,2,1,0.125
-5,3,1,0.125
-5,4,0,0
-5,5,1,0.125
-5,6,0,0
-4,-6,0,0
-4,-5,0,0
-4,-4,1,0.027777777777777776
-4,-3,4,0.1111111111111111
-4,-2,2,0.05555555555555555
-4,-1,0,0
-4,0,12,0.3333333333333333
-4,1,4,0.1111111111111111
-4,2,4,0.1111111111111111
-4,3,6,0.16666666666666666
-4,4,0,0
-4,5,3,0.08333333333333333
-4,6,0,0
-3,-6,0,0
-3,-5,9,0.058823529411764705
-3,-4,5,0.032679738562091505
-3,-3,9,0.058823529411764705
-3,-2,10,0.06535947712418301
-3,-1,4,0.026143790849673203
-3,0,44,0.2875816993464052
-3,1,26,0.16993464052287582
-3,2,8,0.05228758169934641
-3,3,27,0.17647058823529413
-3,4,5,0.032679738562091505
-3,5,6,0.0392156862745098
-3,6,0,0
-2,-6,0,0
-2,-5,6,0.01929260450160772
-2,-4,6,0.01929260450160772
-2,-3,10,0.03215434083601286
-2,-2,18,0.05787781350482315
-2,-1,31,0.09967845659163987
-2,0,107,0.3440514469453376
-2,1,56,0.18006430868167203
-2,2,33,0.10610932475884244
-2,3,24,0.07717041800643087
-2,4,12,0.03858520900321544
-2,5,8,0.02572347266881029
-2,6,0,0
-1,-6,0,0
-1,-5,17,0.015030946065428824
-1,-4,12,0.010610079575596816
-1,-3,54,0.04774535809018567
-1,-2,66,0.058355437665782495
-1,-1,158,0.13969938107869143
-1,0,444,0.3925729442970822
-1,1,182,0.16091954022988506
-1,2,95,0.08399646330680813
-1,3,41,0.036251105216622455
-1,4,31,0.027409372236958444
-1,5,31,0.027409372236958444
-1,6,0,0
0,-6,0,0
0,-5,56,0.020694752402069475
0,-4,42,0.015521064301552107
0,-3,88,0.032520325203252036
0,-2,160,0.059127864005912786
0,-1,356,0.13155949741315595
0,0,1443,0.5332594235033259
0,1,241,0.08906134515890614
0,2,126,0.04656319290465632
0,3,110,0.04065040650406504
0,4,34,0.012564671101256468
0,5,49,0.01810790835181079
0,6,1,3.695491500369549e-4
1,-6,0,0
1,-5,16,0.014911463187325256
1,-4,17,0.015843429636533086
1,-3,54,0.05032618825722274
1,-2,88,0.08201304753028892
1,-1,185,0.1724137931034483
1,0,434,0.4044734389561976
1,1,90,0.08387698042870456
1,2,59,0.05498602050326188
1,3,56,0.0521901211556384
1,4,29,0.02702702702702703
1,5,45,0.04193849021435228
1,6,0,0
2,-6,0,0
2,-5,4,0.01015228426395939
2,-4,9,0.02284263959390863
2,-3,20,0.050761421319796954
2,-2,41,0.10406091370558376
2,-1,67,0.1700507614213198
2,0,137,0.3477157360406091
2,1,36,0.09137055837563451
2,2,33,0.08375634517766498
2,3,32,0.08121827411167512
2,4,11,0.027918781725888325
2,5,4,0.01015228426395939
2,6,0,0
3,-6,0,0
3,-5,3,0.018072289156626505
3,-4,1,0.006024096385542169
3,-3,12,0.07228915662650602
3,-2,12,0.07228915662650602
3,-1,30,0.18072289156626506
3,0,57,0.3433734939759036
3,1,8,0.04819277108433735
3,2,5,0.030120481927710843
3,3,36,0.21686746987951808
3,4,1,0.006024096385542169
3,5,1,0.006024096385542169
3,6,0,0
4,-6,0,0
4,-5,2,0.04878048780487805
4,-4,3,0.07317073170731707
4,-3,6,0.14634146341463414
4,-2,4,0.0975609756097561
4,-1,4,0.0975609756097561
4,0,15,0.36585365853658536
4,1,3,0.07317073170731707
4,2,3,0.07317073170731707
4,3,1,0.024390243902439025
4,4,0,0
4,5,0,0
4,6,0,0
5,-6,0,0
5,-5,1,0.047619047619047616
5,-4,0,0
5,-3,3,0.14285714285714285
5,-2,3,0.14285714285714285
5,-1,4,0.19047619047619047
5,0,6,0.2857142857142857
5,1,3,0.14285714285714285
5,2,1,0.047619047619047616
5,3,0,0
5,4,0,0
5,5,0,0
5,6,0,0
6,-6,0,0
6,-5,0,0
6,-4,1,0.058823529411764705
6,-3,1,0.058823529411764705
6,-2,0,0
6,-1,1,0.058823529411764705
6,0,12,0.7058823529411765
6,1,1,0.058823529411764705
6,2,0,0
6,3,0,0
6,4,0,0
6,5,1,0.058823529411764705
6,6,0,0
