delta_H,delta_L,count,row_percent
-6,-6,0,0
-6,-5,0,0
-6,-4,0,0
-6,-3,0,0
-6,-2,0,0
-6,-1,0,0
-6,0,10,0.45454545454545453
-6,1,2,0.09090909090909091
-6,2,0,0
-6,3,2,0.09090909090909091
-6,4,0,0
-6,5,1,0.045454545454545456
-6,6,7,0.3181818181818182
-5,-6,0,0
-5,-5,0,0
-5,-4,0,0
-5,-3,0,0
-5,-2,0,0
-5,-1,1,0.041666666666666664
-5,0,9,0.375
-5,1,5,0.20833333333333334
-5,2,1,0.041666666666666664
-5,3,2,0.08333333333333333
-5,4,3,0.125
-5,5,3,0.125
-5,6,0,0
-4,-6,0,0
-4,-5,0,0
-4,-4,0,0
-4,-3,0,0
-4,-2,0,0
-4,-1,3,0.09090909090909091
-4,0,13,0.3939393939393939
-4,1,2,0.06060606060606061
-4,2,3,0.09090909090909091
-4,3,4,0.12121212121212122
-4,4,3,0.09090909090909091
-4,5,4,0.12121212121212122
-4,6,1,0.030303030303030304
-3,-6,0,0
-3,-5,0,0
-3,-4,0,0
-3,-3,3,0.02040816326530612
-3,-2,3,0.02040816326530612
-3,-1,5,0.034013605442176874
-3,0,34,0.23129251700680273
-3,1,17,0.11564625850340136
-3,2,19,0.1292517006802721
-3,3,55,0.3741496598639456
-3,4,6,0.04081632653061224
-3,5,2,0.013605442176870748
-3,6,3,0.02040816326530612
-2,-6,0,0
-2,-5,0,0
-2,-4,2,0.006578947368421052
-2,-3,2,0.006578947368421052
-2,-2,3,0.009868421052631578
-2,-1,20,0.06578947368421052
-2,0,57,0.1875
-2,1,78,0.2565789473684211
-2,2,91,0.2993421052631579
-2,3,39,0.12828947368421054
-2,4,10,0.03289473684210526
-2,5,1,0.003289473684210526
-2,6,1,0.003289473684210526
-1,-6,0,0
-1,-5,6,0.005797101449275362
-1,-4,1,9.66183574879227e-4
-1,-3,9,0.008695652173913044
-1,-2,31,0.02995169082125604
-1,-1,80,0.07729468599033816
-1,0,329,0.3178743961352657
-1,1,380,0.3671497584541063
-1,2,145,0.14009661835748793
-1,3,41,0.03961352657004831
-1,4,10,0.00966183574879227
-1,5,3,0.002898550724637681
-1,6,0,0
0,-6,13,0.0038348082595870206
0,-5,3,8.849557522123894e-4
0,-4,4,0.0011799410029498525
0,-3,29,0.00855457227138643
0,-2,85,0.025073746312684365
0,-1,342,0.10088495575221239
0,0,2031,0.5991150442477876
0,1,576,0.16991150442477876
0,2,179,0.0528023598820059
0,3,90,0.02654867256637168
0,4,16,0.00471976401179941
0,5,8,0.002359882005899705
0,6,14,0.004129793510324484
1,-6,1,8.620689655172414e-4
1,-5,1,8.620689655172414e-4
1,-4,6,0.005172413793103448
1,-3,27,0.02327586206896552
1,-2,75,0.06465517241379311
1,-1,339,0.29224137931034483
1,0,485,0.41810344827586204
1,1,160,0.13793103448275862
1,2,56,0.04827586206896552
1,3,7,0.00603448275862069
1,4,3,0.002586206896551724
1,5,0,0
1,6,0,0
2,-6,0,0
2,-5,5,0.01557632398753894
2,-4,4,0.012461059190031152
2,-3,21,0.06542056074766354
2,-2,65,0.20249221183800623
2,-1,82,0.2554517133956386
2,0,88,0.27414330218068533
2,1,39,0.12149532710280374
2,2,11,0.03426791277258567
2,3,3,0.009345794392523364
2,4,3,0.009345794392523364
2,5,0,0
2,6,0,0
3,-6,0,0
3,-5,2,0.013245033112582781
3,-4,7,0.046357615894039736
3,-3,37,0.24503311258278146
3,-2,22,0.1456953642384106
3,-1,27,0.17880794701986755
3,0,40,0.26490066225165565
3,1,10,0.06622516556291391
3,2,2,0.013245033112582781
3,3,4,0.026490066225165563
3,4,0,0
3,5,0,0
3,6,0,0
4,-6,0,0
4,-5,3,0.08571428571428572
4,-4,5,0.14285714285714285
4,-3,6,0.17142857142857143
4,-2,2,0.05714285714285714
4,-1,7,0.2
4,0,8,0.22857142857142856
4,1,2,0.05714285714285714
4,2,2,0.05714285714285714
4,3,0,0
4,4,0,0
4,5,0,0
4,6,0,0
5,-6,1,0.037037037037037035
5,-5,2,0.07407407407407407
5,-4,4,0.14814814814814814
5,-3,1,0.037037037037037035
5,-2,6,0.2222222222222222
5,-1,5,0.18518518518518517
5,0,4,0.14814814814814814
5,1,4,0.14814814814814814
5,2,0,0
5,3,0,0
5,4,0,0
5,5,0,0
5,6,0,0
6,-6,13,0.4482758620689655
6,-5,2,0.06896551724137931
6,-4,2,0.06896551724137931
6,-3,1,0.034482758620689655
6,-2,1,0.034482758620689655
6,-1,1,0.034482758620689655
6,0,9,0.3103448275862069
6,1,0,0
6,2,0,0
6,3,0,0
6,4,0,0
6,5,0,0
6,6,0,0
