delta_H,delta_L,count,row_percent
-6,-6,0,0
-6,-5,0,0
-6,-4,0,0
-6,-3,0,0
-6,-2,0,0
-6,-1,0,0
-6,0,9,0.45
-6,1,3,0.15
-6,2,4,0.2
-6,3,0,0
-6,4,1,0.05
-6,5,1,0.05
-6,6,2,0.1
-5,-6,0,0
-5,-5,0,0
-5,-4,0,0
-5,-3,0,0
-5,-2,0,0
-5,-1,0,0
-5,0,0,0
-5,1,5,0.38461538461538464
-5,2,4,0.3076923076923077
-5,3,3,0.23076923076923078
-5,4,1,0.07692307692307693
-5,5,0,0
-5,6,0,0
-4,-6,0,0
-4,-5,0,0
-4,-4,0,0
-4,-3,0,0
-4,-2,0,0
-4,-1,2,0.07142857142857142
-4,0,9,0.32142857142857145
-4,1,8,0.2857142857142857
-4,2,5,0.17857142857142858
-4,3,2,0.07142857142857142
-4,4,0,0
-4,5,2,0.07142857142857142
-4,6,0,0
-3,-6,0,0
-3,-5,0,0
-3,-4,0,0
-3,-3,2,0.013157894736842105
-3,-2,4,0.02631578947368421
-3,-1,39,0.2565789473684211
-3,0,38,0.25
-3,1,30,0.19736842105263158
-3,2,18,0.11842105263157894
-3,3,17,0.1118421052631579
-3,4,3,0.019736842105263157
-3,5,1,0.006578947368421052
-3,6,0,0
-2,-6,0,0
-2,-5,0,0
-2,-4,0,0
-2,-3,4,0.013157894736842105
-2,-2,37,0.12171052631578948
-2,-1,67,0.22039473684210525
-2,0,79,0.2598684210526316
-2,1,54,0.17763157894736842
-2,2,51,0.16776315789473684
-2,3,9,0.029605263157894735
-2,4,1,0.003289473684210526
-2,5,2,0.006578947368421052
-2,6,0,0
-1,-6,0,0
-1,-5,0,0
-1,-4,15,0.013774104683195593
-1,-3,137,0.1258034894398531
-1,-2,234,0.21487603305785125
-1,-1,231,0.21212121212121213
-1,0,224,0.2056932966023875
-1,1,176,0.16161616161616163
-1,2,50,0.04591368227731864
-1,3,18,0.01652892561983471
-1,4,2,0.0018365472910927456
-1,5,1,9.182736455463728e-4
-1,6,1,9.182736455463728e-4
0,-6,8,0.0018713450292397662
0,-5,112,0.026198830409356725
0,-4,491,0.11485380116959064
0,-3,510,0.11929824561403508
0,-2,568,0.13286549707602338
0,-1,869,0.20327485380116958
0,0,1085,0.25380116959064325
0,1,395,0.09239766081871345
0,2,157,0.03672514619883041
0,3,55,0.012865497076023392
0,4,10,0.0023391812865497076
0,5,4,9.356725146198831e-4
0,6,11,0.0025730994152046785
1,-6,1,5.405405405405405e-4
1,-5,21,0.011351351351351352
1,-4,175,0.0945945945945946
1,-3,308,0.16648648648648648
1,-2,382,0.2064864864864865
1,-1,456,0.2464864864864865
1,0,341,0.18432432432432433
1,1,132,0.07135135135135136
1,2,25,0.013513513513513514
1,3,7,0.0037837837837837837
1,4,1,5.405405405405405e-4
1,5,1,5.405405405405405e-4
1,6,0,0
2,-6,0,0
2,-5,4,0.005610098176718092
2,-4,50,0.07012622720897616
2,-3,116,0.16269284712482468
2,-2,199,0.2791023842917251
2,-1,184,0.25806451612903225
2,0,117,0.1640953716690042
2,1,28,0.03927068723702665
2,2,9,0.012622720897615708
2,3,4,0.005610098176718092
2,4,2,0.002805049088359046
2,5,0,0
2,6,0,0
3,-6,1,0.0027100271002710027
3,-5,13,0.03523035230352303
3,-4,44,0.11924119241192412
3,-3,87,0.23577235772357724
3,-2,75,0.2032520325203252
3,-1,90,0.24390243902439024
3,0,47,0.12737127371273713
3,1,9,0.024390243902439025
3,2,1,0.0027100271002710027
3,3,2,0.005420054200542005
3,4,0,0
3,5,0,0
3,6,0,0
4,-6,1,0.009615384615384616
4,-5,3,0.028846153846153848
4,-4,25,0.2403846153846154
4,-3,32,0.3076923076923077
4,-2,27,0.25961538461538464
4,-1,9,0.08653846153846154
4,0,4,0.038461538461538464
4,1,3,0.028846153846153848
4,2,0,0
4,3,0,0
4,4,0,0
4,5,0,0
4,6,0,0
5,-6,0,0
5,-5,3,0.08333333333333333
5,-4,19,0.5277777777777778
5,-3,10,0.2777777777777778
5,-2,1,0.027777777777777776
5,-1,0,0
5,0,3,0.08333333333333333
5,1,0,0
5,2,0,0
5,3,0,0
5,4,0,0
5,5,0,0
5,6,0,0
6,-6,4,0.11764705882352941
6,-5,8,0.23529411764705882
6,-4,11,0.3235294117647059
6,-3,2,0.058823529411764705
6,-2,1,0.029411764705882353
6,-1,0,0
6,0,8,0.23529411764705882
6,1,0,0
6,2,0,0
6,3,0,0
6,4,0,0
6,5,0,0
6,6,0,0
