model,prompt_variant,sex,income_band,education_band,outcome,n,n_correct,accuracy,se,ci_low,ci_high
Llama-3_3-70B-Instruct,baseline,maennlich,high_income,before_university_track,correct_prediction,3830,1251,0.32663185378590076,0.007578027290684009,0.3117789202961601,0.3414847872756414
Llama-3_3-70B-Instruct,baseline,maennlich,high_income,university_track_or_higher,correct_prediction,5520,2099,0.3802536231884058,0.006533924920169243,0.3674471303448741,0.39306011603193747
Llama-3_3-70B-Instruct,baseline,maennlich,low_income,before_university_track,correct_prediction,6758,2203,0.32598401894051493,0.0057019598912952,0.3148081775535763,0.33715986032745354
Llama-3_3-70B-Instruct,baseline,maennlich,low_income,university_track_or_higher,correct_prediction,4671,1967,0.42110897024191823,0.007224216000036322,0.40694950688184706,0.4352684336019894
Llama-3_3-70B-Instruct,baseline,maennlich,middle_income,before_university_track,correct_prediction,8818,2706,0.30687230664549786,0.004911344827346791,0.29724607078389814,0.3164985425070976
Llama-3_3-70B-Instruct,baseline,maennlich,middle_income,university_track_or_higher,correct_prediction,5551,2135,0.38461538461538464,0.006529817292791378,0.37181694272151355,0.3974138265092557
Llama-3_3-70B-Instruct,baseline,weiblich,high_income,before_university_track,correct_prediction,3019,1050,0.34779728386883074,0.008668078546678388,0.3308078499173411,0.3647867178203204
Llama-3_3-70B-Instruct,baseline,weiblich,high_income,university_track_or_higher,correct_prediction,4071,1783,0.437975927290592,0.0077759243729431165,0.42273511551962345,0.4532167390615605
Llama-3_3-70B-Instruct,baseline,weiblich,low_income,before_university_track,correct_prediction,7294,2322,0.3183438442555525,0.00545441312860342,0.3076531945234898,0.3290344939876152
Llama-3_3-70B-Instruct,baseline,weiblich,low_income,university_track_or_higher,correct_prediction,4493,2031,0.4520365012241264,0.0074249640991019454,0.4374835715898866,0.46658943085836624
Llama-3_3-70B-Instruct,baseline,weiblich,middle_income,before_university_track,correct_prediction,8178,2778,0.33969185619955977,0.005237117782665439,0.3294271053455355,0.34995660705358406
Llama-3_3-70B-Instruct,baseline,weiblich,middle_income,university_track_or_higher,correct_prediction,5524,2514,0.4551049963794352,0.006700163175381596,0.4419726765556873,0.4682373162031831
Llama-3_3-70B-Instruct,baseline_notime,maennlich,high_income,before_university_track,correct_prediction,3830,1284,0.3352480417754569,0.0076280503424149835,0.32029706310432354,0.3501990204465903
Llama-3_3-70B-Instruct,baseline_notime,maennlich,high_income,university_track_or_higher,correct_prediction,5520,2163,0.3918478260869565,0.006570453010845781,0.3789697381856988,0.4047259139882142
Llama-3_3-70B-Instruct,baseline_notime,maennlich,low_income,before_university_track,correct_prediction,6758,2177,0.322136726842261,0.005684366603656127,0.310995368299095,0.333278085385427
Llama-3_3-70B-Instruct,baseline_notime,maennlich,low_income,university_track_or_higher,correct_prediction,4671,2011,0.4305287946906444,0.0072448942834014715,0.4163288018951775,0.44472878748611133
Llama-3_3-70B-Instruct,baseline_notime,maennlich,middle_income,before_university_track,correct_prediction,8818,2763,0.31333635745066907,0.004939606739096367,0.3036547282420402,0.32301798665929793
Llama-3_3-70B-Instruct,baseline_notime,maennlich,middle_income,university_track_or_higher,correct_prediction,5551,2182,0.39308232750855704,0.00655572968179623,0.3802330973322364,0.40593155768487765
Llama-3_3-70B-Instruct,baseline_notime,weiblich,high_income,before_university_track,correct_prediction,3019,1036,0.3431599867505797,0.008640653012336687,0.3262243068463998,0.36009566665475956
Llama-3_3-70B-Instruct,baseline_notime,weiblich,high_income,university_track_or_higher,correct_prediction,4071,1772,0.43527388847948906,0.007770512990874517,0.420043683017375,0.4505040939416031
Llama-3_3-70B-Instruct,baseline_notime,weiblich,low_income,before_university_track,correct_prediction,7294,2258,0.30956950918563203,0.0054132263983239955,0.298959585444917,0.32017943292634704
Llama-3_3-70B-Instruct,baseline_notime,weiblich,low_income,university_track_or_higher,correct_prediction,4493,2036,0.4531493434231026,0.007426545346237848,0.4385933145444764,0.46770537230172876
