delta_H,delta_L,count,row_percent
-2,-2,1,0.006289308176100629
-2,-1,0,0
-2,0,158,0.9937106918238994
-2,1,0,0
-2,2,0,0
-1,-2,0,0
-1,-1,1,0.001402524544179523
-1,0,711,0.9971949509116409
-1,1,1,0.001402524544179523
-1,2,0,0
0,-2,1,2.0911752404851526e-4
0,-1,0,0
0,0,4776,0.998745294855709
0,1,4,8.36470096194061e-4
0,2,1,2.0911752404851526e-4
1,-2,0,0
1,-1,0,0
1,0,1278,0.9968798751950078
1,1,2,0.0015600624024961
1,2,2,0.0015600624024961
2,-2,0,0
2,-1,0,0
2,0,380,0.9947643979057592
2,1,0,0
2,2,2,0.005235602094240838
