delta_H,delta_L,count,row_percent
-2,-2,0,0
-2,-1,0,0
-2,0,159,1
-2,1,0,0
-2,2,0,0
-1,-2,0,0
-1,-1,0,0
-1,0,713,1
-1,1,0,0
-1,2,0,0
0,-2,0,0
0,-1,0,0
0,0,4782,1
0,1,0,0
0,2,0,0
1,-2,0,0
1,-1,0,0
1,0,1282,1
1,1,0,0
1,2,0,0
2,-2,0,0
2,-1,0,0
2,0,382,1
2,1,0,0
2,2,0,0
