delta_H,delta_L,count,row_percent
-2,-2,0,0
-2,-1,0,0
-2,0,80,0.42328042328042326
-2,1,44,0.2328042328042328
-2,2,65,0.3439153439153439
-1,-2,1,0.001321003963011889
-1,-1,44,0.05812417437252312
-1,0,361,0.47688243064729197
-1,1,303,0.4002642007926024
-1,2,48,0.06340819022457067
0,-2,71,0.017346689469826534
0,-1,303,0.07402882970925971
0,0,3265,0.797703396042023
0,1,350,0.08551184949914488
0,2,104,0.02540923527974591
1,-2,36,0.044226044226044224
1,-1,243,0.2985257985257985
1,0,412,0.5061425061425061
1,1,103,0.12653562653562653
1,2,20,0.02457002457002457
2,-2,40,0.18867924528301888
2,-1,58,0.27358490566037735
2,0,102,0.4811320754716981
2,1,3,0.014150943396226415
2,2,9,0.04245283018867924
