delta_H,delta_L,count,row_percent
-2,-2,0,0
-2,-1,0,0
-2,0,40,0.2702702702702703
-2,1,25,0.16891891891891891
-2,2,83,0.5608108108108109
-1,-2,0,0
-1,-1,18,0.027190332326283987
-1,0,217,0.32779456193353473
-1,1,335,0.5060422960725075
-1,2,92,0.13897280966767372
0,-2,69,0.015381185911725367
0,-1,247,0.055060187249219794
0,0,3579,0.7978154257690593
0,1,470,0.10477039679001338
0,2,121,0.026972804279982165
1,-2,46,0.03904923599320883
1,-1,286,0.2427843803056027
1,0,726,0.6162988115449916
1,1,120,0.10186757215619695
1,2,0,0
2,-2,63,0.17548746518105848
2,-1,73,0.20334261838440112
2,0,223,0.6211699164345403
2,1,0,0
2,2,0,0
