delta_H,delta_L,count,row_percent
-2,-2,0,0
-2,-1,0,0
-2,0,65,0.35714285714285715
-2,1,46,0.25274725274725274
-2,2,71,0.3901098901098901
-1,-2,0,0
-1,-1,73,0.10369318181818182
-1,0,277,0.3934659090909091
-1,1,303,0.4303977272727273
-1,2,51,0.07244318181818182
0,-2,181,0.02910903827597298
0,-1,499,0.0802508845287874
0,0,4746,0.7632679318108717
0,1,600,0.0964940495336121
0,2,192,0.03087809585075587
1,-2,86,0.06129722024233785
1,-1,504,0.3592302209550962
1,0,662,0.4718460441910192
1,1,147,0.10477548111190306
1,2,4,0.002851033499643621
2,-2,147,0.30625
2,-1,107,0.22291666666666668
2,0,221,0.46041666666666664
2,1,2,0.004166666666666667
2,2,3,0.00625
