model,prompt_variant,sex,income_band,education_band,outcome,n,n_correct,accuracy,se,ci_low,ci_high
Llama-3_3-70B-Instruct,baseline,maennlich,high_income,before_university_track,correct_prediction,4421,969,0.219181180728342,0.006221806634533746,0.20698643972465586,0.23137592173202814
Llama-3_3-70B-Instruct,baseline,maennlich,high_income,university_track_or_higher,correct_prediction,6294,1229,0.19526533206228153,0.004996611215085057,0.1854719740807148,0.20505869004384825
Llama-3_3-70B-Instruct,baseline,maennlich,low_income,before_university_track,correct_prediction,8142,2051,0.251903709162368,0.004810946007050713,0.24247425498854858,0.2613331633361874
Llama-3_3-70B-Instruct,baseline,maennlich,low_income,university_track_or_higher,correct_prediction,5393,1005,0.1863526793992212,0.0053023783061779805,0.17596001791911237,0.19674534087933004
Llama-3_3-70B-Instruct,baseline,maennlich,middle_income,before_university_track,correct_prediction,10372,2446,0.23582722715001928,0.0041683242811053015,0.2276573115590529,0.24399714274098566
Llama-3_3-70B-Instruct,baseline,maennlich,middle_income,university_track_or_higher,correct_prediction,6453,1337,0.20719045405237874,0.0050453171799036646,0.19730163237976756,0.21707927572498992
Llama-3_3-70B-Instruct,baseline,weiblich,high_income,before_university_track,correct_prediction,3702,858,0.23176661264181522,0.0069351174155421885,0.21817378250735253,0.24535944277627791
Llama-3_3-70B-Instruct,baseline,weiblich,high_income,university_track_or_higher,correct_prediction,4782,1065,0.22271016311166875,0.0060166774068133675,0.21091747539431455,0.23450285082902295
Llama-3_3-70B-Instruct,baseline,weiblich,low_income,before_university_track,correct_prediction,9803,2291,0.23370396817300826,0.004274170379411051,0.2253265942293626,0.2420813421166539
Llama-3_3-70B-Instruct,baseline,weiblich,low_income,university_track_or_higher,correct_prediction,5460,1028,0.18827838827838828,0.0052906309612439795,0.17790875159435007,0.19864802496242648
Llama-3_3-70B-Instruct,baseline,weiblich,middle_income,before_university_track,correct_prediction,10694,2676,0.2502337759491304,0.004188570318521695,0.24202417812482785,0.2584433737734329
Llama-3_3-70B-Instruct,baseline,weiblich,middle_income,university_track_or_higher,correct_prediction,6709,1376,0.20509763004918766,0.00492956186143191,0.1954356888007811,0.2147595712975942
Llama-3_3-70B-Instruct,baseline_notime,maennlich,high_income,before_university_track,correct_prediction,4421,973,0.2200859534042072,0.0062310218812260355,0.20787315051700417,0.23229875629141022
Llama-3_3-70B-Instruct,baseline_notime,maennlich,high_income,university_track_or_higher,correct_prediction,6294,1322,0.21004130918334923,0.005134417496490138,0.19997785089022857,0.2201047674764699
Llama-3_3-70B-Instruct,baseline_notime,maennlich,low_income,before_university_track,correct_prediction,8142,1894,0.23262097764676984,0.004682349753555299,0.22344357212980145,0.24179838316373822
Llama-3_3-70B-Instruct,baseline_notime,maennlich,low_income,university_track_or_higher,correct_prediction,5393,1102,0.2043389579083998,0.00549065838823615,0.19357726746745693,0.21510064834934264
Llama-3_3-70B-Instruct,baseline_notime,maennlich,middle_income,before_university_track,correct_prediction,10372,2361,0.227632086386425,0.004117158601656534,0.21956245552717818,0.2357017172456718
Llama-3_3-70B-Instruct,baseline_notime,maennlich,middle_income,university_track_or_higher,correct_prediction,6453,1397,0.21648845498217884,0.005126951841385357,0.20643962937306354,0.22653728059129413
Llama-3_3-70B-Instruct,baseline_notime,weiblich,high_income,before_university_track,correct_prediction,3702,798,0.21555915721231766,0.006758419263694513,0.20231265545547641,0.22880565896915891
Llama-3_3-70B-Instruct,baseline_notime,weiblich,high_income,university_track_or_higher,correct_prediction,4782,1104,0.23086574654956085,0.006093629449702298,0.21892223282814435,0.24280926027097735
Llama-3_3-70B-Instruct,baseline_notime,weiblich,low_income,before_university_track,correct_prediction,9803,2060,0.21013975313679487,0.004114809519189269,0.2020747264791839,0.21820477979440583
Llama-3_3-70B-Instruct,baseline_notime,weiblich,low_income,university_track_or_higher,correct_prediction,5460,1041,0.19065934065934065,0.00531616438333834,0.1802396584679975,0.2010790228506838
Llama-3_3-70B-Instruct,baseline_notime,weiblich,middle_income,before_university_track,correct_prediction,10694,2516,0.23527211520478772,0.004101744475679561,0.22723269603245577,0.24331153437711966
Llama-3_3-70B-Instruct,baseline_notime,weiblich,middle_income,university_track_or_higher,correct_prediction,6709,1394,0.20778059323297063,0.004953319404899371,0.19807208719936786,0.2174890992665734
Llama-3_3-70B-Instruct,tanchored,maennlich,high_income,before_university_track,correct_prediction,4421,978,0.2212169192490387,0.006242480097428867,0.2089816582580781,0.23345218023999928
Llama-3_3-70B-Instruct,tanchored,maennlich,high_income,university_track_or_higher,correct_prediction,6294,1316,0.20908802033682872,0.0051258427982944655,0.19904136845217157,0.21913467222148586
Llama-3_3-70B-Instruct,tanchored,maennlich,low_income,before_university_track,correct_prediction,8142,1890,0.23212969786293294,0.004678899745550376,0.2229590543616542,0.2413003413642117
Llama-3_3-70B-Instruct,tanchored,maennlich,low_income,university_track_or_higher,correct_prediction,5393,1090,0.2021138512887076,0.005468312073928652,0.19139595962380743,0.21283174295360777
Llama-3_3-70B-Instruct,tanchored,maennlich,middle_income,before_university_track,correct_prediction,10372,2349,0.226475125337447,0.004109756985730655,0.2184200016454149,0.23453024902947908
Llama-3_3-70B-Instruct,tanchored,maennlich,middle_income,university_track_or_higher,correct_prediction,6453,1346,0.20858515419184875,0.005057815246049048,0.19867183630959262,0.2184984720741049
Llama-3_3-70B-Instruct,tanchored,weiblich,high_income,before_university_track,correct_prediction,3702,793,0.2142085359265262,0.006743010448924165,0.20099223544663483,0.22742483640641756
Llama-3_3-70B-Instruct,tanchored,weiblich,high_income,university_track_or_higher,correct_prediction,4782,1060,0.22166457549142618,0.006006572997015167,0.20989169241727645,0.2334374585655759
Llama-3_3-70B-Instruct,tanchored,weiblich,low_income,before_university_track,correct_prediction,9803,2116,0.21585229011527082,0.004155255837233341,0.20770798867429346,0.22399659155624818
Llama-3_3-70B-Instruct,tanchored,weiblich,low_income,university_track_or_higher,correct_prediction,5460,1028,0.18827838827838828,0.0052906309612439795,0.17790875159435007,0.19864802496242648
Llama-3_3-70B-Instruct,tanchored,weiblich,middle_income,before_university_track,correct_prediction,10694,2519,0.23555264634374415,0.004103436288283672,0.22750991121870814,0.24359538146878015
Llama-3_3-70B-Instruct,tanchored,weiblich,middle_income,university_track_or_higher,correct_prediction,6709,1349,0.2010731852735132,0.00489329819079147,0.19148232081956193,0.21066404972746447
Llama-3_3-70B-Instruct,trajectory,maennlich,high_income,before_university_track,correct_prediction,3113,1130,0.3629938965628012,0.008618504204282064,0.3461016283224083,0.37988616480319404
Llama-3_3-70B-Instruct,trajectory,maennlich,high_income,university_track_or_higher,correct_prediction,4584,1768,0.3856893542757417,0.007189365150274681,0.3715981985812033,0.3997805099702801
Llama-3_3-70B-Instruct,trajectory,maennlich,low_income,before_university_track,correct_prediction,5647,2277,0.403222950239065,0.006527844253675368,0.39042837550186127,0.41601752497626876
Llama-3_3-70B-Instruct,trajectory,maennlich,low_income,university_track_or_higher,correct_prediction,3902,1439,0.36878523833931315,0.007723812194345054,0.35364656643839687,0.3839239102402294
Llama-3_3-70B-Instruct,trajectory,maennlich,middle_income,before_university_track,correct_prediction,7343,2746,0.3739615960778973,0.005646472612792165,0.3628945097568247,0.3850286823989699
Llama-3_3-70B-Instruct,trajectory,maennlich,middle_income,university_track_or_higher,correct_prediction,4737,1759,0.37133206670888746,0.007020049740734032,0.3575727692170488,0.38509136420072615
Llama-3_3-70B-Instruct,trajectory,weiblich,high_income,before_university_track,correct_prediction,2525,971,0.38455445544554456,0.009681508888260928,0.3655786980245531,0.403530212866536
Llama-3_3-70B-Instruct,trajectory,weiblich,high_income,university_track_or_higher,correct_prediction,3359,1229,0.3658827031854719,0.008310951298742856,0.3495932386399359,0.3821721677310079
Llama-3_3-70B-Instruct,trajectory,weiblich,low_income,before_university_track,correct_prediction,6709,2528,0.37680727381129825,0.005916187517104737,0.36521154627777297,0.38840300134482353
