model,prompt_variant,sex,income_band,education_band,outcome,n,n_correct,accuracy,se,ci_low,ci_high
Llama-3_3-70B-Instruct,trajectory,weiblich,low_income,university_track_or_higher,correct_prediction,3781,1427,0.37741338270298863,0.007883248190044089,0.36196221625050223,0.39286454915547503
Llama-3_3-70B-Instruct,trajectory,weiblich,middle_income,before_university_track,correct_prediction,7392,2953,0.39948593073593075,0.005696805062196149,0.3883201928140263,0.4106516686578352
Llama-3_3-70B-Instruct,trajectory,weiblich,middle_income,university_track_or_higher,correct_prediction,4799,1793,0.37361950406334654,0.006983264760505421,0.3599323051327559,0.38730670299393716
Mistral-7B-Instruct-v0_3,baseline,maennlich,high_income,before_university_track,correct_prediction,4421,475,0.10744175525899118,0.0046574110894427,0.09831322952368349,0.11657028099429886
Mistral-7B-Instruct-v0_3,baseline,maennlich,high_income,university_track_or_higher,correct_prediction,6294,868,0.1379091197966317,0.004346199419268285,0.12939056893486586,0.14642767065839754
Mistral-7B-Instruct-v0_3,baseline,maennlich,low_income,before_university_track,correct_prediction,8142,1186,0.1456644559076394,0.003909538408372561,0.1380017606272292,0.15332715118804963
Mistral-7B-Instruct-v0_3,baseline,maennlich,low_income,university_track_or_higher,correct_prediction,5393,972,0.1802336361950677,0.005234169223250716,0.1699746645174963,0.19049260787263908
Mistral-7B-Instruct-v0_3,baseline,maennlich,middle_income,before_university_track,correct_prediction,10372,1142,0.11010412649440803,0.003073548993473608,0.10407997046719976,0.11612828252161629
Mistral-7B-Instruct-v0_3,baseline,maennlich,middle_income,university_track_or_higher,correct_prediction,6453,940,0.1456686812335348,0.0043915256667685695,0.1370612909266684,0.15427607154040118
Mistral-7B-Instruct-v0_3,baseline,weiblich,high_income,before_university_track,correct_prediction,3702,403,0.10886007563479201,0.005119046318939255,0.09882674484967108,0.11889340641991294
Mistral-7B-Instruct-v0_3,baseline,weiblich,high_income,university_track_or_higher,correct_prediction,4782,779,0.16290255123379338,0.0053400726587466175,0.15243600882265002,0.17336909364493674
Mistral-7B-Instruct-v0_3,baseline,weiblich,low_income,before_university_track,correct_prediction,9803,1510,0.15403447924104866,0.0036459088127230197,0.14688849796811154,0.16118046051398577
Mistral-7B-Instruct-v0_3,baseline,weiblich,low_income,university_track_or_higher,correct_prediction,5460,1172,0.21465201465201464,0.00555651166129401,0.20376125179587837,0.2255427775081509
Mistral-7B-Instruct-v0_3,baseline,weiblich,middle_income,before_university_track,correct_prediction,10694,1311,0.12259210772395736,0.003171479688682278,0.1163760075341401,0.12880820791377462
Mistral-7B-Instruct-v0_3,baseline,weiblich,middle_income,university_track_or_higher,correct_prediction,6709,1265,0.1885526904158593,0.004775486626764104,0.17919273662740165,0.19791264420431692
Mistral-7B-Instruct-v0_3,baseline_notime,maennlich,high_income,before_university_track,correct_prediction,4421,478,0.10812033476589007,0.0046703192042248315,0.0989665091256094,0.11727416040617074
Mistral-7B-Instruct-v0_3,baseline_notime,maennlich,high_income,university_track_or_higher,correct_prediction,6294,866,0.13759135684779156,0.004341989387505446,0.12908105764828087,0.14610165604730224
Mistral-7B-Instruct-v0_3,baseline_notime,maennlich,low_income,before_university_track,correct_prediction,8142,1190,0.1461557356914763,0.003914999539871588,0.13848233659332798,0.15382913478962462
Mistral-7B-Instruct-v0_3,baseline_notime,maennlich,low_income,university_track_or_higher,correct_prediction,5393,972,0.1802336361950677,0.005234169223250716,0.1699746645174963,0.19049260787263908
Mistral-7B-Instruct-v0_3,baseline_notime,maennlich,middle_income,before_university_track,correct_prediction,10372,1150,0.11087543386039336,0.0030829587717861014,0.10483283466769261,0.11691803305309412
Mistral-7B-Instruct-v0_3,baseline_notime,maennlich,middle_income,university_track_or_higher,correct_prediction,6453,941,0.14582364791569813,0.004393462445682623,0.13721246152216018,0.15443483430923607
Mistral-7B-Instruct-v0_3,baseline_notime,weiblich,high_income,before_university_track,correct_prediction,3702,407,0.10994057266342518,0.005141268585184886,0.0998636862364628,0.12001745909038755
Mistral-7B-Instruct-v0_3,baseline_notime,weiblich,high_income,university_track_or_higher,correct_prediction,4782,775,0.16206608113759932,0.0053290054549528145,0.15162123044589182,0.17251093182930682
Mistral-7B-Instruct-v0_3,baseline_notime,weiblich,low_income,before_university_track,correct_prediction,9803,1522,0.15525859430786493,0.0036577179584005976,0.14808946710939977,0.16242772150633009
Mistral-7B-Instruct-v0_3,baseline_notime,weiblich,low_income,university_track_or_higher,correct_prediction,5460,1173,0.21483516483516482,0.005558233453014311,0.20394102726725677,0.22572930240307287
Mistral-7B-Instruct-v0_3,baseline_notime,weiblich,middle_income,before_university_track,correct_prediction,10694,1324,0.1238077426594352,0.0031849565968984,0.11756522772951433,0.13005025758935607
Mistral-7B-Instruct-v0_3,baseline_notime,weiblich,middle_income,university_track_or_higher,correct_prediction,6709,1273,0.1897451184975406,0.00478704200200036,0.1803625161736199,0.19912772082146132
Mistral-7B-Instruct-v0_3,tanchored,maennlich,high_income,before_university_track,correct_prediction,4421,529,0.11965618638317123,0.004881277292214094,0.1100888828904316,0.12922348987591084
Mistral-7B-Instruct-v0_3,tanchored,maennlich,high_income,university_track_or_higher,correct_prediction,6294,891,0.1415633937082936,0.004394062479787525,0.13295103124791005,0.15017575616867715
Mistral-7B-Instruct-v0_3,tanchored,maennlich,low_income,before_university_track,correct_prediction,8142,1256,0.15426185212478508,0.004002963976527096,0.14641604273079198,0.16210766151877817
Mistral-7B-Instruct-v0_3,tanchored,maennlich,low_income,university_track_or_higher,correct_prediction,5393,995,0.18449842388281104,0.005281940716421839,0.17414582007862422,0.19485102768699786
Mistral-7B-Instruct-v0_3,tanchored,maennlich,middle_income,before_university_track,correct_prediction,10372,1223,0.11791361357500964,0.0031666953195539933,0.11170689074868381,0.12412033640133546
Mistral-7B-Instruct-v0_3,tanchored,maennlich,middle_income,university_track_or_higher,correct_prediction,6453,974,0.15093754842708818,0.004456435559833391,0.14220293472981474,0.1596721621243616
Mistral-7B-Instruct-v0_3,tanchored,weiblich,high_income,before_university_track,correct_prediction,3702,450,0.12155591572123177,0.0053706506550678075,0.11102944043729887,0.13208239100516467
Mistral-7B-Instruct-v0_3,tanchored,weiblich,high_income,university_track_or_higher,correct_prediction,4782,789,0.16499372647427854,0.005367521578136669,0.15447338418113066,0.17551406876742642
Mistral-7B-Instruct-v0_3,tanchored,weiblich,low_income,before_university_track,correct_prediction,9803,1571,0.16025706416403143,0.003705119924366589,0.15299502911227292,0.16751909921578995
Mistral-7B-Instruct-v0_3,tanchored,weiblich,low_income,university_track_or_higher,correct_prediction,5460,1167,0.21373626373626373,0.005547878076697961,0.2028624227059357,0.22461010476659174
Mistral-7B-Instruct-v0_3,tanchored,weiblich,middle_income,before_university_track,correct_prediction,10694,1404,0.13128857303160651,0.003265736507684312,0.12488772947654526,0.13768941658666778
Mistral-7B-Instruct-v0_3,tanchored,weiblich,middle_income,university_track_or_higher,correct_prediction,6709,1266,0.18870174392606945,0.0047769350036206745,0.17933895131897293,0.19806453653316597
Mistral-7B-Instruct-v0_3,trajectory,maennlich,high_income,before_university_track,correct_prediction,3113,1035,0.33247671056858336,0.008443534174366983,0.31592738358682404,0.34902603755034267
Mistral-7B-Instruct-v0_3,trajectory,maennlich,high_income,university_track_or_higher,correct_prediction,4584,1626,0.35471204188481675,0.0070663060290282855,0.3408620820679213,0.3685620017017122
Mistral-7B-Instruct-v0_3,trajectory,maennlich,low_income,before_university_track,correct_prediction,5647,2033,0.36001416681423765,0.006387576020218948,0.3474945178146085,0.3725338158138668
Mistral-7B-Instruct-v0_3,trajectory,maennlich,low_income,university_track_or_higher,correct_prediction,3902,1398,0.3582778062532035,0.007676086329148875,0.3432326770480717,0.3733229354583353
Mistral-7B-Instruct-v0_3,trajectory,maennlich,middle_income,before_university_track,correct_prediction,7343,2415,0.328884652049571,0.00548256292380762,0.3181388287189081,0.33963047538023394
Mistral-7B-Instruct-v0_3,trajectory,maennlich,middle_income,university_track_or_higher,correct_prediction,4737,1634,0.3449440574203082,0.006906560759322477,0.33140719833203613,0.35848091650858027
Mistral-7B-Instruct-v0_3,trajectory,weiblich,high_income,before_university_track,correct_prediction,2525,944,0.37386138613861386,0.009628527129854689,0.35498947296409866,0.39273329931312906
Mistral-7B-Instruct-v0_3,trajectory,weiblich,high_income,university_track_or_higher,correct_prediction,3359,1223,0.36409645727895207,0.008302308116319912,0.34782393337096507,0.38036898118693907
Mistral-7B-Instruct-v0_3,trajectory,weiblich,low_income,before_university_track,correct_prediction,6709,2389,0.35608883589208523,0.005846059893925681,0.3446305584999909,0.36754711328417955
Mistral-7B-Instruct-v0_3,trajectory,weiblich,low_income,university_track_or_higher,correct_prediction,3781,1493,0.39486908225337214,0.007949647977810463,0.3792877722168636,0.41045039228988067
Mistral-7B-Instruct-v0_3,trajectory,weiblich,middle_income,before_university_track,correct_prediction,7392,2631,0.3559253246753247,0.005568863558441142,0.34501035210078,0.36684029724986933
Mistral-7B-Instruct-v0_3,trajectory,weiblich,middle_income,university_track_or_higher,correct_prediction,4799,1793,0.37361950406334654,0.006983264760505421,0.3599323051327559,0.38730670299393716
Qwen2_5-32B-Instruct,baseline,maennlich,high_income,before_university_track,correct_prediction,4421,1171,0.26487220085953406,0.006636503926283326,0.25186465316401874,0.2778797485550494
Qwen2_5-32B-Instruct,baseline,maennlich,high_income,university_track_or_higher,correct_prediction,6294,1753,0.27851922465840484,0.005650366275364058,0.2674445067586913,0.2895939425581184
Qwen2_5-32B-Instruct,baseline,maennlich,low_income,before_university_track,correct_prediction,8142,2470,0.30336526651928275,0.00509471554201619,0.293379624056931,0.3133509089816345
Qwen2_5-32B-Instruct,baseline,maennlich,low_income,university_track_or_higher,correct_prediction,5393,1471,0.2727609864639347,0.006064772307550856,0.260874032741135,0.2846479401867344
Qwen2_5-32B-Instruct,baseline,maennlich,middle_income,before_university_track,correct_prediction,10372,2846,0.2743925954492865,0.004381328259003227,0.2658051920616402,0.2829799988369328
Qwen2_5-32B-Instruct,baseline,maennlich,middle_income,university_track_or_higher,correct_prediction,6453,1740,0.2696420269642027,0.005524345681178081,0.25881430942909367,0.2804697444993117
Qwen2_5-32B-Instruct,baseline,weiblich,high_income,before_university_track,correct_prediction,3702,988,0.2668827660723933,0.007269905612806056,0.25263375107129343,0.2811317810734932
Qwen2_5-32B-Instruct,baseline,weiblich,high_income,university_track_or_higher,correct_prediction,4782,1260,0.26348808030112925,0.006370383688576464,0.25100212827151935,0.27597403233073914
Qwen2_5-32B-Instruct,baseline,weiblich,low_income,before_university_track,correct_prediction,9803,2739,0.2794042640008161,0.004531926496981891,0.2705216880667316,0.28828683993490056
Qwen2_5-32B-Instruct,baseline,weiblich,low_income,university_track_or_higher,correct_prediction,5460,1532,0.2805860805860806,0.006080316106098211,0.2686686610181281,0.2925035001540331
Qwen2_5-32B-Instruct,baseline,weiblich,middle_income,before_university_track,correct_prediction,10694,3102,0.2900691976809426,0.0043882233782264425,0.28146827985961875,0.2986701155022664
Qwen2_5-32B-Instruct,baseline,weiblich,middle_income,university_track_or_higher,correct_prediction,6709,1923,0.2866299001341482,0.005520638393875593,0.27580944888215203,0.29745035138614434
Qwen2_5-32B-Instruct,baseline_notime,maennlich,high_income,before_university_track,correct_prediction,4421,1182,0.2673603257181633,0.006656308468102879,0.25431396112068166,0.28040669031564497
Qwen2_5-32B-Instruct,baseline_notime,maennlich,high_income,university_track_or_higher,correct_prediction,6294,1800,0.2859866539561487,0.005695904232537068,0.27482268166037604,0.29715062625192135
Qwen2_5-32B-Instruct,baseline_notime,maennlich,low_income,before_university_track,correct_prediction,8142,2408,0.29575042986981087,0.005057785866900209,0.28583716957068644,0.3056636901689353
Qwen2_5-32B-Instruct,baseline_notime,maennlich,low_income,university_track_or_higher,correct_prediction,5393,1542,0.2859262006304469,0.006152949005298144,0.2738664205800625,0.29798598068083126
Qwen2_5-32B-Instruct,baseline_notime,maennlich,middle_income,before_university_track,correct_prediction,10372,2838,0.2736212880833012,0.0043774907932622835,0.26504140612850713,0.2822011700380953
Qwen2_5-32B-Instruct,baseline_notime,maennlich,middle_income,university_track_or_higher,correct_prediction,6453,1823,0.2825042615837595,0.005604557538775996,0.2715193288077586,0.29348919435976045
Qwen2_5-32B-Instruct,baseline_notime,weiblich,high_income,before_university_track,correct_prediction,3702,963,0.260129659643436,0.007210319976198302,0.24599743249008732,0.27426188679678465
Qwen2_5-32B-Instruct,baseline_notime,weiblich,high_income,university_track_or_higher,correct_prediction,4782,1315,0.27498954412379756,0.006456920504868125,0.26233397993425606,0.28764510831333906
Qwen2_5-32B-Instruct,baseline_notime,weiblich,low_income,before_university_track,correct_prediction,9803,2583,0.2634907681322044,0.004449306231903126,0.2547701279176743,0.2722114083467345
Qwen2_5-32B-Instruct,baseline_notime,weiblich,low_income,university_track_or_higher,correct_prediction,5460,1616,0.295970695970696,0.006177651483909692,0.283862499062233,0.30807889287915896
Qwen2_5-32B-Instruct,baseline_notime,weiblich,middle_income,before_university_track,correct_prediction,10694,2884,0.2696839349167758,0.0042915371394980865,0.26127252212335955,0.278095347710192
Qwen2_5-32B-Instruct,baseline_notime,weiblich,middle_income,university_track_or_higher,correct_prediction,6709,1973,0.29408257564465645,0.005562662379747667,0.283179757380351,0.3049853939089619
Qwen2_5-32B-Instruct,tanchored,maennlich,high_income,before_university_track,correct_prediction,4421,1144,0.258764985297444,0.006586739086874885,0.24585497668716924,0.27167499390771876
Qwen2_5-32B-Instruct,tanchored,maennlich,high_income,university_track_or_higher,correct_prediction,6294,1707,0.27121067683508104,0.005603908334814028,0.26022701649884555,0.28219433717131653
Qwen2_5-32B-Instruct,tanchored,maennlich,low_income,before_university_track,correct_prediction,8142,2299,0.28236305576025544,0.004988738983184692,0.27258512735321344,0.29214098416729745
Qwen2_5-32B-Instruct,tanchored,maennlich,low_income,university_track_or_higher,correct_prediction,5393,1489,0.27609864639347304,0.006087747386879744,0.26416666151518875,0.2880306312717573
Qwen2_5-32B-Instruct,tanchored,maennlich,middle_income,before_university_track,correct_prediction,10372,2760,0.2661010412649441,0.004339205004116022,0.25759619945687673,0.2746058830730115
Qwen2_5-32B-Instruct,tanchored,maennlich,middle_income,university_track_or_higher,correct_prediction,6453,1735,0.268867193553386,0.005519328080057344,0.2580493105164736,0.2796850765902984
Qwen2_5-32B-Instruct,tanchored,weiblich,high_income,before_university_track,correct_prediction,3702,993,0.26823338735818475,0.007281561218788566,0.2539615273693592,0.2825052473470103
Qwen2_5-32B-Instruct,tanchored,weiblich,high_income,university_track_or_higher,correct_prediction,4782,1246,0.26056043496445,0.006347471968933804,0.24811938990533977,0.2730014800235603
Qwen2_5-32B-Instruct,tanchored,weiblich,low_income,before_university_track,correct_prediction,9803,2574,0.2625726818320922,0.0044443154791600995,0.2538618234929384,0.271283540171246
Qwen2_5-32B-Instruct,tanchored,weiblich,low_income,university_track_or_higher,correct_prediction,5460,1611,0.29505494505494506,0.006172097269037142,0.2829576344076323,0.30715225570225785
Qwen2_5-32B-Instruct,tanchored,weiblich,middle_income,before_university_track,correct_prediction,10694,2910,0.27211520478773144,0.004303656876741366,0.2636800373093184,0.2805503722661445
Qwen2_5-32B-Instruct,tanchored,weiblich,middle_income,university_track_or_higher,correct_prediction,6709,1878,0.27992249217469073,0.005481250179021773,0.26917924182380804,0.2906657425255734
Qwen2_5-32B-Instruct,trajectory,maennlich,high_income,before_university_track,correct_prediction,3113,1365,0.4384837777063926,0.008893410908952659,0.4210526923248454,0.45591486308793977
Qwen2_5-32B-Instruct,trajectory,maennlich,high_income,university_track_or_higher,correct_prediction,4584,2239,0.4884380453752182,0.007382977703763582,0.47396740907584156,0.5029086816745948
Qwen2_5-32B-Instruct,trajectory,maennlich,low_income,before_university_track,correct_prediction,5647,2655,0.47016114751195326,0.0066418088984844595,0.45714320207092374,0.4831790929529828
Qwen2_5-32B-Instruct,trajectory,maennlich,low_income,university_track_or_higher,correct_prediction,3902,1904,0.4879548949256791,0.008002032600633823,0.4722709110284368,0.5036388788229214
Qwen2_5-32B-Instruct,trajectory,maennlich,middle_income,before_university_track,correct_prediction,7343,3222,0.438785237641291,0.0057910029076556745,0.4274348719422859,0.4501356033402961
Qwen2_5-32B-Instruct,trajectory,maennlich,middle_income,university_track_or_higher,correct_prediction,4737,2250,0.4749841671944269,0.007255612404153653,0.4607631668822857,0.48920516750656806
Qwen2_5-32B-Instruct,trajectory,weiblich,high_income,before_university_track,correct_prediction,2525,1191,0.47168316831683166,0.009934401815063625,0.452211740759307,0.49115459587435634
Qwen2_5-32B-Instruct,trajectory,weiblich,high_income,university_track_or_higher,correct_prediction,3359,1586,0.4721643346233998,0.008613724029659717,0.45528143552526673,0.48904723372153286
Qwen2_5-32B-Instruct,trajectory,weiblich,low_income,before_university_track,correct_prediction,6709,3026,0.45103592189596065,0.006075032888971875,0.43912885743357577,0.4629429863583455
Qwen2_5-32B-Instruct,trajectory,weiblich,low_income,university_track_or_higher,correct_prediction,3781,1932,0.5109759322930442,0.008129465654333807,0.4950421796105499,0.5269096849755385
Qwen2_5-32B-Instruct,trajectory,weiblich,middle_income,before_university_track,correct_prediction,7392,3342,0.45211038961038963,0.005788790028273691,0.4407643611549732,0.46345641806580606
Qwen2_5-32B-Instruct,trajectory,weiblich,middle_income,university_track_or_higher,correct_prediction,4799,2316,0.48260054177953743,0.007213258769384746,0.46846255459154335,0.4967385289675315
Qwen2_5-72B-Instruct,baseline,maennlich,high_income,before_university_track,correct_prediction,4421,1071,0.24225288396290431,0.006443715636172597,0.22962320131600603,0.25488256660980263
Qwen2_5-72B-Instruct,baseline,maennlich,high_income,university_track_or_higher,correct_prediction,6294,1474,0.23419129329520177,0.005338044046476487,0.22372872696410787,0.24465385962629568
Qwen2_5-72B-Instruct,baseline,maennlich,low_income,before_university_track,correct_prediction,8142,2139,0.2627118644067797,0.004877451020584786,0.2531520604064335,0.27227166840712586
Qwen2_5-72B-Instruct,baseline,maennlich,low_income,university_track_or_higher,correct_prediction,5393,1121,0.2078620433895791,0.005525515453660952,0.19703203310040363,0.21869205367875455
Qwen2_5-72B-Instruct,baseline,maennlich,middle_income,before_university_track,correct_prediction,10372,2622,0.2527959892016969,0.004267499046825666,0.24443169106991858,0.2611602873334752
Qwen2_5-72B-Instruct,baseline,maennlich,middle_income,university_track_or_higher,correct_prediction,6453,1492,0.23121028978769564,0.005248395173370631,0.2209234352478892,0.24149714432750208
Qwen2_5-72B-Instruct,baseline,weiblich,high_income,before_university_track,correct_prediction,3702,955,0.25796866558616965,0.007190786491230921,0.24387472406335706,0.2720626071089823
Qwen2_5-72B-Instruct,baseline,weiblich,high_income,university_track_or_higher,correct_prediction,4782,1135,0.23734838979506484,0.0061524976253431035,0.22528949444939236,0.24940728514073732
Qwen2_5-72B-Instruct,baseline,weiblich,low_income,before_university_track,correct_prediction,9803,2486,0.25359583800877283,0.00439418751401602,0.24498323048130144,0.26220844553624423
Qwen2_5-72B-Instruct,baseline,weiblich,low_income,university_track_or_higher,correct_prediction,5460,1129,0.20677655677655676,0.005480902781580181,0.1960339873246596,0.21751912622845393
Qwen2_5-72B-Instruct,baseline,weiblich,middle_income,before_university_track,correct_prediction,10694,2937,0.27463998503833925,0.004316071189416102,0.2661804855070837,0.28309948456959483
Qwen2_5-72B-Instruct,baseline,weiblich,middle_income,university_track_or_higher,correct_prediction,6709,1528,0.2277537636011328,0.00512013940340567,0.2177182903704577,0.23778923683180792
Qwen2_5-72B-Instruct,baseline_notime,maennlich,high_income,before_university_track,correct_prediction,4421,1006,0.227550327980095,0.006305413496455738,0.21519171752704175,0.23990893843314826
Qwen2_5-72B-Instruct,baseline_notime,maennlich,high_income,university_track_or_higher,correct_prediction,6294,1524,0.24213536701620592,0.005399599707652506,0.231552151589207,0.25271858244320483
Qwen2_5-72B-Instruct,baseline_notime,maennlich,low_income,before_university_track,correct_prediction,8142,2117,0.26000982559567676,0.00486118677327664,0.25048189952005456,0.26953775167129895
